org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6
접수했다고,3,0,2,1,1,4,3
정부,2,2,7,4,5,2,2
정책,1,2,3,2,2,1,1
제N곡선,3,1,4,4,3,3,3
제작,1,3,3,1,3,1,3
제조,3,1,4,4,3,3,3
제조업체로,3,0,2,1,1,4,3
제출한,3,0,2,1,1,4,3
제품,7,2,1,3,1,6,4
제품이다.,3,0,2,1,1,4,3
조직,3,2,6,4,5,2,2
주사율,2,1,0,1,1,2,0
주선인,3,0,0,0,1,3,2
주요,8,1,5,3,4,9,6
주행,1,4,3,3,4,2,1
중국,10,2,6,6,5,6,3
중기부,2,1,3,2,2,2,1
지속,3,1,4,4,3,3,3
지식대상,1,1,4,3,3,2,0
지식행정,1,1,4,3,3,2,0
지원,1,2,3,2,2,1,1
지원할,1,1,2,5,1,2,1
지정과제,1,3,5,10,4,3,4
지중파,2,0,3,2,3,1,1
진공,3,1,2,2,1,4,2
차량,1,4,3,3,4,2,1
차량용,2,0,1,2,0,3,2
차세대,1,3,5,10,4,3,4
창업,2,1,2,2,2,3,3
창업기업,2,1,3,2,2,2,1
창업지원,2,1,3,2,2,2,1
천옌순,3,1,4,4,3,3,3
천인계획,2,0,3,2,3,1,1
체계,0,1,3,2,3,1,2
최고,1,1,4,3,3,2,0
출력,1,2,1,1,2,1,1
캐논코리아,1,2,1,1,2,1,1
캠프,2,1,2,2,2,3,3
컬러,1,2,1,1,2,1,1
코스닥시장본부,3,0,2,1,1,4,3
코스모로보틱스,3,0,0,0,1,3,2
콘텐츠,1,3,3,1,3,1,3
크기,0,5,0,2,0,0,1
크로스컨트리,1,4,3,3,4,2,1
클라우드,1,3,3,1,3,1,3
테스트,0,1,3,2,3,1,2
테슬라,2,0,1,2,0,3,2
토스증권,0,1,3,2,3,1,2
통해,5,3,7,6,7,4,5
투자사,2,1,3,2,2,2,1
특별법,1,0,4,2,3,1,1
특화,1,4,3,3,4,2,1
특히,4,2,2,5,1,2,3
팁스,2,1,3,2,2,2,1
페달,1,4,3,3,4,2,1
편집,1,3,3,1,3,1,3
포럼,0,1,3,2,2,0,2
폴더블,1,3,5,10,4,3,4
프로,2,1,0,1,1,2,0
프로맥스,2,1,0,1,1,2,0
프리미엄,4,2,1,3,0,3,2
플랫폼,1,1,4,3,3,2,0
하이센스,4,2,1,3,0,3,2
학습,2,1,4,3,2,1,3
한국거래소,3,0,2,1,1,4,3
한국알박,3,1,2,2,1,4,2
한밭대,2,1,2,2,2,3,3
한봉수,1,1,4,3,3,2,0
한패스,6,0,2,1,2,7,5
합리화,2,1,4,3,2,1,3
핵심,4,2,2,5,1,2,3
핵심부품,0,1,3,2,3,1,2
행정,1,1,4,3,3,2,0
혁신,4,5,13,16,9,8,4
혐의,4,0,2,1,2,2,0
협력,3,1,8,5,5,4,1
협약,3,0,2,2,2,2,1
협의체,2,1,4,3,2,3,0
확대,2,1,4,3,2,1,3
환경,1,3,3,1,3,1,3
활용,2,1,4,3,2,1,3
회담,4,0,2,1,2,2,0
회장,3,1,4,4,3,3,3
효과,2,1,0,1,1,2,0
후성,4,2,2,5,1,2,3
휴머노이드,0,1,3,2,3,1,2
흐름,1,3,3,1,3,1,3
흑백,1,2,1,1,2,1,1
