org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6
한다,2,3,0,4,4,1,2
한성대,2,1,5,2,2,4,1
한솔아이원스,2,1,0,3,1,0,1
한화손보,3,2,3,3,4,3,4
한화에어로스페이스,2,3,2,4,6,2,2
할당계획,2,3,0,4,4,1,2
함께,5,4,1,3,3,2,2
합병,3,3,0,4,4,1,4
헤럴드,0,1,0,2,3,0,2
혁신,2,5,8,2,2,9,3
현대차,1,1,1,2,3,1,1
현재,2,3,0,4,4,1,2
협력,2,1,5,2,2,4,1
호조,5,4,1,3,3,2,2
화학,0,3,0,1,2,0,1
확대,5,4,1,3,3,2,2
환경부,2,3,0,4,4,1,2
회장,8,7,12,5,3,12,7
히긴스,0,1,0,2,3,0,2
