org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6
기아,2,1,4,0,0,1,0
기자,1,2,1,0,1,0,2
기존,4,4,2,0,1,1,3
김대우,1,0,0,0,0,0,0
김학동,1,0,2,3,0,4,0
내비게이션,2,1,4,0,0,1,0
뉴스토마토,3,1,2,5,2,5,3
달성,3,2,2,3,2,5,2
대규모,2,3,2,1,1,0,5
대비,5,5,4,3,3,1,3
대응,3,1,2,2,1,1,3
대통령,4,3,5,4,2,2,1
대표,1,0,2,3,0,4,0
대한,4,3,5,4,2,2,1
대화면,2,1,4,0,0,1,0
데이터,10,4,11,14,5,10,6
데이터브릭스,3,0,4,5,1,3,2
도서,2,1,3,3,0,2,0
도시,2,0,3,2,2,1,1
독버섯,2,0,1,1,0,0,1
동원그룹,3,0,4,5,1,3,2
디스플레,7,4,8,1,2,2,3
디지털커뮤니케이션연구소,4,3,3,3,2,1,1
따르면,3,2,1,1,2,0,4
로드맵,2,0,3,2,2,1,1
로봇,4,3,5,4,2,2,1
리얼,5,3,4,1,2,1,3
마이크로,3,2,1,1,2,0,4
마케팅,4,3,3,3,2,1,1
메모리,2,3,2,2,4,1,4
메타씨앤아,3,3,3,3,3,2,2
메타씨앤아이,3,3,3,3,3,2,2
무역,2,4,4,1,4,2,3
문화,2,0,3,2,2,1,1
문화생활권,2,0,3,2,2,1,1
미래,2,1,3,3,0,2,0
박범인,3,1,1,4,0,2,1
반도체,9,16,10,8,15,7,13
발생,2,0,1,1,0,0,1
발전,1,1,3,0,1,3,0
밝혔다.,8,4,5,5,3,2,4
방산,0,1,0,2,2,0,3
배터리,2,4,4,1,4,2,3
버섯,2,0,1,1,0,0,1
범죄,3,1,2,2,1,1,3
법인,3,3,3,3,3,2,2
베트남,2,3,2,2,4,1,4
보전,1,1,1,0,1,0,1
본사,3,3,3,3,3,2,2
북미,2,5,3,1,4,0,5
분석,3,0,4,5,1,3,2
블랙,5,3,4,1,2,1,3
비정형,3,1,2,5,2,5,3
비즈니스,3,0,4,5,1,3,2
사기,3,1,2,2,1,1,3
사업,4,3,3,3,3,5,3
사이버폭력,1,0,0,0,0,0,0
사장,3,1,2,5,2,5,3
산림청,2,0,1,1,0,0,1
산업,3,5,7,1,5,5,3
삼성,4,3,2,1,3,0,5
삼성디스플레이,2,3,2,1,1,0,5
삼성전자,11,9,8,4,9,2,12
삼성전자판매,5,3,4,1,2,1,3
상무,3,1,2,5,2,5,3
상승한,1,2,1,0,1,0,2
생명과학,3,5,2,1,2,2,1
생산시설,0,1,0,2,2,0,3
서울런,1,0,2,3,0,4,0
성장,4,3,5,4,2,2,1
수생태계,1,1,1,0,1,0,1
수요,2,3,2,1,1,0,5
수출,2,4,4,1,4,2,3
순으로,1,0,0,0,0,0,0
순조롭게,0,1,0,2,2,0,3
스마트폰,2,4,2,1,4,0,3
시넥스,2,3,2,2,4,1,4
시민,2,0,3,2,2,1,1
시스템반도체,3,3,3,3,3,2,2
시위,2,4,4,1,4,2,3
시장에서,2,4,2,1,4,0,3
식용,2,0,1,1,0,0,1
식용버섯,2,0,1,1,0,0,1
식용으로,2,0,1,1,0,0,1
신규,0,1,0,2,2,0,3
신뢰,2,4,4,1,4,2,3
실적,2,4,2,1,4,0,3
실태조사,1,0,0,0,0,0,0
아이디어,5,3,4,1,2,1,3
아직,2,3,2,1,1,0,5
야생버섯,2,0,1,1,0,0,1
양사,3,0,4,5,1,3,2
양산,0,1,0,2,2,0,3
양성,1,1,3,0,1,3,0
어진,2,0,3,2,2,1,1
언급량,4,3,3,3,2,1,1
언어폭력,1,0,0,0,0,0,0
업무협약,1,0,2,3,0,4,0
에너지,3,2,2,3,2,5,2
에서,3,2,1,1,2,0,4
여부,2,0,1,1,0,0,1
역량,3,0,4,5,1,3,2
연구,3,5,2,1,2,2,1
연구원,4,4,2,0,1,1,3
연초,4,3,3,3,2,1,1
영업,3,1,2,5,2,5,3
예천군,1,0,2,3,0,4,0
예천군수,1,0,2,3,0,4,0
오세훈,1,0,2,3,0,4,0
오영훈,3,3,3,3,3,2,2
올인원,2,1,4,0,0,1,0
왓슨x,3,1,2,5,2,5,3
외교,2,4,4,1,4,2,3
외교적,2,4,4,1,4,2,3
위한,5,4,8,4,3,5,1
위해,1,1,1,0,1,0,1
위협에,3,1,2,2,1,1,3
유주엽,1,2,1,0,1,0,2
유통,2,3,2,2,4,1,4
유형,1,0,0,0,0,0,0
의사결정,3,0,4,5,1,3,2
의정부,2,0,3,2,2,1,1
이번,12,6,14,15,7,11,10
이상,4,3,3,3,2,1,1
이원지,0,1,1,0,0,0,2
이전,3,3,3,3,3,2,2
인삼,3,1,1,4,0,2,1
인재,1,1,3,0,1,3,0
인증,5,3,4,1,2,1,3
인터폴,3,1,2,2,1,1,3
있는,4,1,3,7,0,6,1
있다,7,10,7,5,8,2,10
있다.,32,36,32,18,25,16,26
자율주행,4,3,5,4,2,2,1
잡포스트,5,10,3,1,4,4,2
장을,2,1,3,3,0,2,0
장재천,1,1,1,0,1,0,1
적용,3,1,2,5,2,5,3
전날,1,2,1,0,1,0,2
전남교육청,1,0,0,0,0,0,0
전략,9,10,7,5,6,4,6
전망,2,5,3,1,4,0,5
전망된다.,0,1,0,2,2,0,3
전망이다.,4,4,2,0,1,1,3
전시,2,1,3,3,0,2,0
전용,2,1,4,0,0,1,0
전환,3,2,2,3,2,5,2
점유율,4,4,2,0,1,1,3
접근성,2,0,3,2,2,1,1
정부,4,3,5,4,2,2,1
정체성,2,0,3,2,2,1,1
정화활동,1,1,1,0,1,0,1
제주,3,3,3,3,3,2,2
제주도,3,3,3,3,3,2,2
제주도지사,3,3,3,3,3,2,2
제주로,3,3,3,3,3,2,2
제품,7,13,5,3,8,5,6
조성,1,1,1,0,1,0,1
종가,1,2,1,0,1,0,2
주가,6,12,4,1,5,4,4
주력,0,1,1,0,0,0,2
주소,3,3,3,3,3,2,2
주요,7,4,5,5,3,2,4
주제로,3,1,2,2,1,1,3
준비에,3,1,1,4,0,2,1
중국,7,9,7,3,7,2,12
증설,0,1,0,2,2,0,3
지난,5,3,4,1,2,1,3
지역사회,1,1,3,0,1,3,0
진행되고,0,1,0,2,2,0,3
진화하,3,1,2,2,1,1,3
집단따돌림,1,0,0,0,0,0,0
차세대,2,3,2,1,1,0,5
참석했다.,3,1,2,2,1,1,3
창의적,2,1,3,3,0,2,0
첨단,0,1,0,2,2,0,3
첨단산업,1,1,3,0,1,3,0
체계,3,0,4,5,1,3,2
축제,3,1,1,4,0,2,1
출하량,2,4,2,1,4,0,3
친환경,4,3,3,3,2,1,1
카카오,2,1,4,0,0,1,0
캠페인,4,3,3,3,2,1,1
코스닥,3,5,2,1,2,2,1
콘텐츠,1,0,2,3,0,4,0
키워드,4,3,3,3,2,1,1
탄소,3,2,2,3,2,5,2
태조,2,0,3,2,2,1,1
택시,2,1,4,0,0,1,0
토모큐브,3,5,2,1,2,2,1
통신,3,1,2,2,1,1,3
통합해,2,1,4,0,0,1,0
통해,8,3,9,11,3,10,4
투자,2,3,2,1,1,0,5
특히,2,0,1,1,0,0,1
판매,4,4,2,0,1,1,3
패널,3,5,3,1,2,0,7
품질,2,4,2,1,4,0,3
프로그램,3,1,1,4,0,2,1
프리미엄,3,2,1,1,2,0,4
플라스틱,2,4,2,1,4,0,3
플랫폼,4,0,6,8,1,7,2
피해,1,0,0,0,0,0,0
하반기,0,1,1,0,0,0,2
하이센스,3,2,1,1,2,0,4
학교폭력,1,0,0,0,0,0,0
학생,1,0,0,0,0,0,0
학생들,2,1,3,3,0,2,0
학습,1,0,2,3,0,4,0
한국,4,5,7,4,4,4,3
한국IBM,3,1,2,5,2,5,3
한국가스안전공사,1,1,3,0,1,3,0
한라캐스트,4,3,5,4,2,2,1
한선엔지니어링,2,5,1,0,2,2,1
한켐,0,1,0,2,2,0,3
함께,4,3,5,4,6,2,5
합리화,4,3,5,4,2,2,1
핵심,3,1,2,5,2,5,3
행복,3,1,1,4,0,2,1
행사,2,1,3,3,0,2,0
혁신,8,3,8,6,3,4,5
현대차증권,4,4,2,0,1,1,3
현재,0,1,0,2,2,0,3
현지,2,3,2,2,4,1,4
혐중,2,4,4,1,4,2,3
협력,3,4,5,2,5,4,4
협약,1,1,3,0,1,3,0
호조,4,4,2,0,1,1,3
화질,5,3,4,1,2,1,3
확대,1,2,1,0,1,0,2
확인된,2,0,1,1,0,0,1
활용,4,1,4,8,2,9,3
활용한,3,1,2,5,2,5,3
회의,4,3,5,4,2,2,1
효과,0,1,1,0,0,0,2
흑자,4,4,2,0,1,1,3
