org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6
이는,2,3,3,0,3,3,5
이번,7,3,3,4,6,6,2
이상,1,0,2,1,2,3,4
인기,2,1,0,5,1,0,1
인도,5,1,1,2,2,2,1
인텔,2,1,1,2,1,2,3
인프라,5,1,6,0,4,9,4
임상,2,3,2,2,4,1,2
임직원,2,0,3,1,2,4,2
있다,1,5,2,3,3,0,1
있다.,25,20,26,21,29,25,29
있습니다.,2,3,3,0,3,3,5
있으며,2,0,2,0,1,3,3
자강,1,0,2,1,2,3,4
자원,2,3,3,0,3,3,5
작용한,1,2,0,2,1,0,0
재화,2,3,3,0,3,3,5
전망,3,9,4,7,5,2,1
전망치,1,2,2,2,1,2,0
전북자치도,3,0,3,0,2,2,2
전용,2,0,2,0,1,3,3
전통,5,1,1,2,2,2,1
전환,1,2,2,2,1,2,0
제공하,1,0,2,1,2,3,4
제공한다.,4,0,8,2,4,5,10
제로원,2,0,3,1,2,4,2
제로원데,2,0,3,1,2,4,2
제품,2,3,3,0,3,3,5
조두희,2,0,3,1,2,4,2
종속기업,4,4,0,3,5,1,1
주가,2,1,0,5,1,0,1
줄이,2,3,3,0,3,3,5
중국,2,2,2,2,4,4,1
중이다.,2,1,0,5,1,0,1
증설,2,8,2,2,4,2,0
지도부에,3,0,3,0,2,2,2
지원,3,0,3,0,2,2,2
진행되고,1,4,1,1,2,1,0
챗GPT,1,0,2,1,2,3,4
체험,2,1,1,2,1,2,3
최적화된,2,0,4,1,2,2,5
출하량,1,5,2,3,3,0,1
컨센서스,1,2,2,2,1,2,0
코스피,0,1,1,2,2,0,0
크게,1,2,2,2,1,2,0
크리에이터,2,0,3,1,2,4,2
킨텍스,5,1,1,2,2,2,1
택시,2,0,2,0,1,3,3
통합해,2,0,2,0,1,3,3
통해,3,0,3,0,2,5,2
투입,2,3,3,0,3,3,5
투자자별로,0,1,1,2,2,0,0
트럼프,2,2,2,2,4,4,1
특별전,5,1,1,2,2,2,1
틱톡,2,2,2,2,4,4,1
페스티벌,2,1,1,2,1,2,3
풀이된다.,1,2,0,2,1,0,0
품질,1,5,2,3,3,0,1
프로젝트,2,0,3,1,2,4,2
플라스틱,1,5,2,3,3,0,1
플러스,1,0,2,1,2,3,4
하고,1,4,1,1,2,1,0
하반기,2,3,2,2,4,1,2
한국,5,1,1,2,2,2,1
한미약품,2,3,2,2,4,1,2
한켐,3,12,3,3,6,3,0
합의,2,2,2,2,4,4,1
항암제,2,3,2,2,4,1,2
해양수도,2,1,3,0,2,4,2
해양수산,2,1,3,0,2,4,2
해외,4,4,0,3,5,1,1
행사,5,1,1,2,2,2,1
헬스케어,3,0,3,0,2,5,2
현대,2,0,3,1,2,4,2
현대자동차그룹,2,0,3,1,2,4,2
현대차그룹,2,0,3,1,2,4,2
현대차증권,3,5,4,4,5,3,2
현재,3,5,1,6,3,1,1
협력,1,0,2,1,2,3,4
협상,2,2,2,2,4,4,1
홀로,0,1,1,2,2,0,0
확대,1,4,1,1,2,1,0
확보,3,0,3,0,2,2,2
효율성,2,3,3,0,3,3,5
휴대용,2,1,1,2,1,2,3
흑자,1,2,2,2,1,2,0
