org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6
시장에서,2,3,1,2,2,1,2
신규,3,8,0,8,0,0,3
실적,1,9,0,1,0,3,2
실제,2,1,2,1,1,2,2
심사,1,1,3,0,1,4,2
아시아,2,1,2,1,1,2,2
아시아타임즈,4,4,3,4,3,5,2
아이패드,5,3,2,3,1,2,2
아이폰,2,0,1,2,1,1,0
아쿠아,1,1,3,0,1,4,2
애플,7,3,3,5,2,3,2
양산,5,10,2,11,1,4,7
업데이트,13,4,11,8,19,13,7
역량,4,2,2,3,3,6,5
역시,0,6,0,0,0,1,1
연구,2,1,2,1,1,2,2
연구원,3,8,2,1,1,2,4
연매출,1,2,0,3,0,0,1
영업이익,1,6,0,1,0,2,1
영역,1,1,3,0,1,4,2
예상된다,0,3,0,0,0,1,1
예정이다.,3,2,2,4,1,1,3
오는,1,2,0,3,0,0,1
올인원,2,0,0,1,5,4,2
올해,10,11,5,11,5,6,9
외국인,2,3,2,3,2,3,4
운행,1,0,0,0,3,3,2
위기관리서비스,2,1,1,1,2,3,2
위원장,3,2,2,4,1,1,3
유지할,2,0,1,2,1,1,0
유효성,3,5,2,1,1,1,3
은행권,3,2,2,4,1,1,3
의료,1,1,3,0,1,4,2
의심되,1,1,3,0,1,4,2
이번,7,4,7,4,5,12,9
이억원,3,2,2,4,1,1,3
이찬진,3,2,2,4,1,1,3
인재,4,4,3,5,3,6,7
임상,3,5,2,1,1,1,3
있는,4,2,3,3,2,5,5
있다.,37,22,27,31,35,32,25
있습니다.,3,1,1,2,4,4,3
있어,3,1,1,2,4,4,3
자금,3,2,2,4,1,1,3
자동차,0,1,0,0,0,0,1
작용한,0,3,0,0,0,0,0
전력,2,2,2,3,1,4,4
전망,0,3,0,0,0,0,0
전망이다.,5,3,2,3,1,2,2
전용,2,0,0,1,5,4,2
전환,3,2,2,4,1,1,3
점유율,2,3,1,2,2,1,2
정보,7,2,6,4,10,6,3
제공한다.,14,4,13,8,20,12,6
제이엘케,2,1,2,1,1,2,2
제이엘케이,2,1,2,1,1,2,2
주가,0,3,0,0,0,1,1
증설,2,6,0,5,0,0,2
지원,2,1,1,2,1,3,3
지평,2,1,1,1,2,3,2
직무,2,3,2,3,2,3,4
진입,1,1,3,0,1,4,2
진행,1,3,0,3,0,0,1
진행되고,1,3,0,2,0,0,1
채용,2,3,2,3,2,3,4
청년들,2,1,1,2,1,3,3
청년일보,2,1,1,2,1,3,3
출시,5,3,2,3,1,2,2
충전,2,0,1,2,1,1,0
치료,3,2,5,1,2,6,4
칩을,5,3,2,3,1,2,2
콜카드,1,0,0,1,2,1,0
크게,0,3,0,0,0,1,1
태평양,2,1,2,1,1,2,2
택시,2,0,0,1,5,4,2
통합,1,0,0,1,2,1,0
통합해,1,0,0,0,3,3,2
통해,6,5,2,4,6,9,6
파트너사,1,0,0,1,2,1,0
판매,2,3,1,2,2,1,2
풀이된다.,0,3,0,0,0,0,0
프라임경제,1,0,0,0,3,3,2
프로,5,3,2,3,1,2,2
프로모션,2,3,1,2,2,1,2
프리미엄,2,3,1,2,2,1,2
플러스,1,1,3,0,1,4,2
하고,1,2,0,3,0,0,1
하반기,5,11,4,4,3,5,8
학술,2,1,2,1,1,2,2
한미약품,3,5,2,1,1,1,3
한켐,3,8,0,8,0,0,3
할인,2,3,1,2,2,1,2
항암제,3,5,2,1,1,1,3
해커톤,2,1,1,2,1,3,3
혁신의료기기,1,1,3,0,1,4,2
혁신의료기술,1,1,3,0,1,4,2
현대차증권,3,8,2,1,1,2,4
현재,1,3,0,2,0,0,1
협력,4,4,3,4,3,5,2
협약,2,1,1,1,2,3,2
호출,1,0,0,1,2,1,0
화면,2,0,1,2,1,1,0
확대,1,3,0,3,0,0,1
활용해,2,0,1,2,1,1,0
회의,3,2,2,4,1,1,3
효율,2,2,2,3,1,4,4
흑자,1,3,0,1,0,2,1
