org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6
강화,1,1,1,0,3,3,2
같은,4,2,0,1,1,0,0
객실,1,1,2,4,1,0,1
것으로,1,2,1,2,2,1,5
게이밍,3,3,2,2,4,2,3
게임,3,3,2,2,4,2,3
경상국립대학교,3,4,4,2,5,5,3
경험,5,3,6,10,5,5,3
고객,5,3,6,10,5,5,3
고도화,0,5,2,2,2,4,2
고용,4,1,3,3,2,3,4
공개한,0,2,0,1,2,2,0
공사,0,3,0,0,3,3,2
교수,3,4,4,2,5,5,3
교육,3,4,4,2,5,5,3
규모,2,3,8,6,10,8,3
그랑,2,2,4,1,3,1,1
금융지원,1,0,3,1,3,2,0
급등,1,1,1,0,3,3,2
기능,0,3,3,1,3,2,2
기반,1,2,3,5,3,3,1
기보,1,0,3,1,3,2,0
기업은행,1,0,3,1,3,2,0
기자,0,3,2,0,5,3,4
김영민,0,3,0,0,3,3,2
내년,1,2,1,2,2,1,5
네오,3,3,2,2,4,2,3
노트북,3,3,2,2,4,2,3
논문,4,1,3,3,2,3,4
높은,4,2,0,1,1,0,0
뉴모델,0,2,0,1,2,2,0
다이닝,1,1,2,4,1,0,1
단원,0,0,1,0,1,1,0
단자,3,3,2,2,4,2,3
담겼다.,5,0,1,1,2,1,0
대비,2,5,2,2,6,4,9
대안,1,0,1,1,3,3,0
대표이사,4,2,0,1,1,0,0
대표지수,2,0,1,0,1,1,0
대학,4,1,3,3,2,3,4
대형,1,2,1,2,2,1,5
더보기,0,1,2,0,4,3,2
더욱,4,1,3,3,2,3,4
더파워,0,1,2,0,4,3,2
도심,1,1,2,4,1,0,1
동시에,0,5,2,2,2,4,2
두산밥캣,2,3,2,2,2,3,3
두산에너빌리티,2,3,2,2,2,3,3
두산퓨얼셀,2,3,2,2,2,3,3
등을,5,0,1,1,2,1,0
디자인,3,7,4,4,7,6,3
디지털데일리,0,1,2,0,4,3,2
따르면,0,2,0,0,1,0,2
따른,1,1,1,0,3,3,2
레스토랑,1,1,2,4,1,0,1
롯데월드몰점,4,1,3,5,2,2,2
류재철,4,2,0,1,1,0,0
르노코리아,2,2,4,1,3,1,1
리뉴얼,4,1,3,5,2,2,2
마포대교에,2,0,1,0,2,2,1
만족도,2,2,4,1,3,1,1
말했다.,3,5,4,3,5,4,3
맞춤형,1,2,3,5,3,3,1
매각,3,2,3,3,4,4,1
매끄럽게,2,2,4,1,3,1,1
매수,2,3,2,2,2,3,3
매장,4,1,3,5,2,2,2
매체,0,1,2,0,4,3,2
매출,4,2,0,1,1,0,0
메모리,2,2,1,3,4,4,1
명당,5,0,1,1,2,1,0
모델,5,10,8,7,12,10,6
모드,2,2,4,1,3,1,1
모아보기,4,2,0,1,1,0,0
목표,7,0,2,1,4,3,1
미국,2,0,1,0,1,1,0
미래,3,2,2,4,7,7,1
바슈첸코,0,0,1,0,1,1,0
반도체,6,5,5,6,11,11,4
받았다.,4,2,0,1,1,0,0
발레단,0,0,1,0,1,1,0
발레리나,0,0,1,0,1,1,0
밝혔다.,8,9,9,5,11,10,6
밝혔습니다.,2,0,1,0,2,2,1
배달상품권,2,0,1,0,1,1,0
배주윤,0,0,1,0,1,1,0
배터리,0,3,0,0,3,3,2
번째,2,2,1,3,4,4,1
법과,1,0,1,1,3,3,0
법치주의,1,0,1,1,3,3,0
법학,1,0,1,1,3,3,0
법학교육,1,0,1,1,3,3,0
베스파,0,2,0,1,2,2,0
변화,6,3,4,6,6,7,5
보조,2,2,4,1,3,1,1
보증료,1,0,3,1,3,2,0
복합조립장,0,3,0,0,3,3,2
볼쇼,0,0,1,0,1,1,0
부문,2,3,2,2,2,3,3
부사장,3,5,4,3,5,4,3
분기,0,2,0,0,1,0,2
블랭크마스크,3,2,3,3,4,4,1
비즈니스,2,2,1,3,4,4,1
사법,1,0,1,1,3,3,0
사업,5,5,5,5,6,7,4
사업부,3,2,3,3,4,4,1
사유진,0,2,0,0,1,0,2
사장,4,2,0,1,1,0,0
사진,3,7,7,3,8,7,5
사회,1,0,1,1,3,3,0
산업,1,0,3,1,3,2,0
삼성자산운용,2,0,1,0,1,1,0
삼성전자,3,5,3,4,4,4,8
상반기,4,2,0,1,1,0,0
상품,2,0,1,0,1,1,0
새로운,5,3,6,10,5,5,3
생산,2,8,4,4,4,7,5
생성형,4,1,3,3,2,3,4
생태계,1,0,3,1,3,2,0
서비스,1,1,1,0,3,3,2
선택지,2,2,4,1,3,1,1
설계,1,1,1,0,3,3,2
설비,0,5,2,2,2,4,2
설치된,2,0,1,0,2,2,1
성과,3,4,4,2,5,5,3
성능,3,6,5,3,7,4,5
세계,1,1,1,0,3,3,2
소재,3,7,5,5,6,8,3
소켓,3,2,3,3,4,4,1
수석,0,0,1,0,1,1,0
수요,2,3,2,2,2,3,3
수주,0,3,0,0,3,3,2
숙고하,1,0,1,1,3,3,0
순자산,2,0,1,0,1,1,0
스위트,1,1,2,4,1,0,1
스프린트,0,2,0,1,2,2,0
슬러리,3,2,3,3,4,4,1
시스템,0,2,0,1,2,2,0
신모델,0,2,0,1,2,2,0
심층기획,0,2,0,0,1,0,2
싸이닉솔루션,1,1,1,0,3,3,2
아래로,5,0,1,1,2,1,0
아산사업장,0,3,0,0,3,3,2
아이폰,0,3,3,1,3,2,2
안에,2,0,1,0,2,2,1
안전성,0,2,0,1,2,2,0
양산,1,1,1,0,3,3,2
양성,3,4,4,2,5,5,3
에스켐,0,5,2,2,2,4,2
연구,3,4,4,2,5,5,3
연합뉴스,2,0,1,0,2,2,1
열리,0,0,1,0,1,1,0
열린,3,5,4,3,5,4,3
영상,0,3,3,1,3,2,2
영업이익,4,2,0,1,1,0,0
영향,4,1,3,3,2,3,4
예방,5,0,1,1,2,1,0
예브게니야,0,0,1,0,1,1,0
오는,1,1,2,4,1,0,1
오브라초바,0,0,1,0,1,1,0
오픈,5,2,5,9,3,2,3
올해,5,4,1,3,3,1,5
운전,2,2,4,1,3,1,1
운전자,2,2,4,1,3,1,1
울트라,3,3,2,2,4,2,3
워크샵,0,0,1,0,1,1,0
원이다.,0,2,0,1,2,2,0
웨스틴,2,3,5,9,4,3,2
웰니스,2,3,5,9,4,3,2
위기,1,0,1,1,3,3,0
위한,1,0,1,1,3,3,0
위해,10,5,6,4,9,7,4
유리,0,0,1,0,1,1,0
유연수,0,1,2,0,4,3,2
이번,15,15,14,13,16,16,10
이벤트,2,0,1,0,1,1,0
이하,1,0,3,1,3,2,0
인수,0,1,2,0,4,3,2
인텔,3,3,2,2,4,2,3
인한,4,1,3,3,2,3,4
임차,0,3,0,0,3,3,2
있는,1,1,2,4,1,0,1
있다,3,5,4,3,5,4,3
있다.,16,26,21,26,32,30,24
있어,1,1,2,4,1,0,1
있음,4,1,3,3,2,3,4
자산,3,3,5,3,8,7,3
자살,7,0,2,1,4,3,1
자살률,7,0,2,1,4,3,1
자살예방센터,5,0,1,1,2,1,0
잠실,4,1,3,5,2,2,2
장비,0,3,0,0,3,3,2
장중,1,1,1,0,3,3,2
전년,1,2,1,2,2,1,5
전체,1,2,1,2,2,1,5
점유율,0,2,0,0,1,0,2
정부,2,0,1,0,2,2,1
정제,0,5,2,2,2,4,2
정치,1,0,1,1,3,3,0
제2회,1,0,1,1,3,3,0
제공,3,4,4,2,5,5,3
제공한다.,4,1,3,5,2,2,2
제조,0,3,0,0,3,3,2
제품,4,1,3,5,2,2,2
조주완,4,2,0,1,1,0,0
졸업자,4,1,3,3,2,3,4
종근당,0,1,2,0,4,3,2
종근당홀딩스,0,1,2,0,4,3,2
종속기업,2,3,2,2,2,3,3
주가,1,1,1,0,3,3,2
주제로,2,2,1,3,4,4,1
중국,1,2,1,2,2,1,5
지난,6,9,8,5,10,9,6
지속,0,3,0,0,3,3,2
지원,7,0,2,1,4,3,1
지자체,7,0,2,1,4,3,1
진화,2,2,1,3,4,4,1
참석자들,2,2,1,3,4,4,1
창업,3,4,4,2,5,5,3
총액,0,1,2,0,4,3,2
총장,3,4,4,2,5,5,3
최고,0,0,1,0,1,1,0
최초로,2,0,1,0,1,1,0
출하량,1,2,1,2,2,1,5
칩은,0,3,3,1,3,2,2
카나리아,4,1,3,3,2,3,4
카메라,0,3,3,1,3,2,2
카운터포인트리서치에,0,2,0,0,1,0,2
커버드콜,2,0,1,0,1,1,0
콜레오스,2,2,4,1,3,1,1
클럽,1,2,3,5,3,3,1
터보,2,2,4,1,3,1,1
테크,0,2,0,1,2,2,0
통해,12,11,15,13,14,16,11
투자,0,5,2,2,2,4,2
투자자,2,0,1,0,1,1,0
파라나스,1,1,2,4,1,0,1
파르나스,1,2,3,5,3,3,1
파르나스호텔,1,2,3,5,3,3,1
파인세라믹,3,2,3,3,4,4,1
패널,3,3,2,2,4,2,3
패러다임,2,2,1,3,4,4,1
패션,4,1,3,5,2,2,2
프레데터,3,3,2,2,4,2,3
프로그램,1,2,3,5,3,3,1
프리마,0,0,1,0,1,1,0
프리마베라,0,2,0,1,2,2,0
피트니스,1,1,2,4,1,0,1
하나,2,2,4,1,3,1,1
하락했다.,0,2,0,0,1,0,2
한국법학교수회,1,0,1,1,3,3,0
한국법학자대회,1,0,1,1,3,3,0
함께,3,5,4,3,5,4,3
해외,2,3,2,2,2,3,3
헬리오스,3,3,2,2,4,2,3
헬스케어,0,5,2,2,2,4,2
현장,3,5,4,3,5,4,3
현재,5,1,3,1,6,4,2
협력,4,4,7,3,8,7,3
협력사,1,1,1,0,3,3,2
협약,1,0,3,1,3,2,0
협약보증,1,0,3,1,3,2,0
호텔,2,3,5,9,4,3,2
홍보요원,0,2,0,1,2,2,0
화학,0,2,0,0,1,0,2
확대,0,5,2,2,2,4,2
확대할,2,0,1,0,2,2,1
후공정,3,2,3,3,4,4,1
