org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6
미래차부품,2,0,3,3,5,2,2
미스터블루,5,4,4,4,3,4,4
민생회복,3,2,4,3,3,5,4
바이오,3,0,1,5,2,3,2
바탕으로,3,0,2,3,5,4,4
반도체,13,14,14,9,8,16,15
반사이익,4,4,2,3,1,3,2
발전,2,0,3,3,5,2,2
발행,3,0,0,2,2,3,4
밝혔다.,11,1,4,9,6,5,7
방산주,3,3,1,0,1,0,0
배터리,4,3,4,4,5,5,5
백신,3,3,4,1,3,5,4
베이스,3,0,0,2,2,3,4
별찌인문교실,2,0,1,3,1,1,1
보건,3,0,1,5,2,3,2
보행,4,3,4,4,5,5,5
보호,4,0,3,1,1,3,1
본사,3,2,5,2,1,5,5
부문,4,4,2,3,1,3,2
북극항로,4,1,2,5,3,2,3
불만,3,2,4,3,3,5,4
불안,2,0,1,3,1,1,1
빅데이터,2,2,4,2,3,5,4
빛이,2,3,1,2,1,1,1
사업,11,10,11,12,9,8,7
사업부,2,3,3,2,2,1,0
산업,12,11,17,9,8,14,16
산업현장,2,1,2,3,3,1,2
삼성,1,1,2,2,1,1,0
삼성SDI,1,1,2,2,1,1,0
삼성디스플레,1,1,2,2,1,1,0
삼성전자,3,4,5,4,3,2,0
상담,4,0,1,3,1,2,2
상승했다.,3,3,1,0,1,0,0
생명과학,3,3,4,1,3,5,4
생산,4,5,4,3,3,4,4
생태계,6,0,1,3,4,4,6
서밋,3,0,1,5,2,3,2
선수,3,0,0,2,2,1,1
선수들,3,0,0,2,2,1,1
설계,3,2,5,2,1,5,5
성능,4,3,4,4,5,5,5
성장,10,8,12,11,12,14,12
세계,5,3,4,7,4,4,2
세계선수권대회,3,0,0,2,2,1,1
세계적,3,3,4,1,3,5,4
세미나,4,2,4,3,0,2,3
소비자,9,4,11,6,7,13,9
소비쿠폰,3,2,4,3,3,5,4
소재,3,4,1,3,1,2,2
소재로,2,3,1,2,1,1,1
솔루션,4,3,4,4,5,5,5
수도권,2,0,3,3,5,2,2
수생태계,1,1,2,2,1,1,0
수익,3,0,0,2,2,3,4
수익성,4,4,2,3,1,3,2
스마트폰,4,4,2,3,1,3,2
스마트폰용,4,4,2,3,1,3,2
스타챔피언십,3,2,4,3,3,5,4
승차권,4,0,1,3,1,2,2
시그마인텔,4,2,4,3,0,2,3
시민,3,0,2,3,5,4,4
시민들,2,0,1,3,1,1,1
시바이누,3,0,1,1,2,1,2
시스템반도체,3,2,5,2,1,5,5
시장에서,2,3,3,2,2,1,0
식각,3,4,1,3,1,2,2
신규,4,1,2,5,3,2,3
신제품,4,4,2,3,1,3,2
실적,7,7,3,3,2,3,2
아들,4,3,3,3,4,4,3
아버지,4,3,3,3,4,4,3
아시아쿼터,3,0,0,2,2,1,1
아이씨티케,3,3,1,0,1,0,0
아트스테이션,4,1,2,5,3,2,3
안동,2,0,3,3,5,2,2
애플,1,3,0,1,0,1,1
양국,3,3,4,1,3,5,4
에서,4,0,1,3,1,2,2
여수,3,0,0,2,2,1,1
여자부,3,0,0,2,2,1,1
연구,5,1,4,4,3,4,3
연구원,6,7,2,3,2,2,2
열팽창계수,2,3,1,2,1,1,1
예상,4,4,2,3,1,3,2
예타,2,0,3,3,5,2,2
오는,4,2,4,3,0,2,3
오른,5,4,4,4,3,4,4
외국인,3,0,0,2,2,1,1
운영,4,1,2,5,3,2,3
울진,2,0,3,3,5,2,2
원장,4,0,3,1,1,3,1
웹툰,5,4,4,4,3,4,4
위한,6,5,7,8,7,6,7
유럽연합,4,0,3,1,1,3,1
유리기판,5,7,2,5,2,3,3
음성,4,0,1,3,1,2,2
의결권,4,3,3,3,4,4,3
의료,3,0,1,5,2,3,2
의정부,3,0,2,3,5,4,4
이날,5,4,4,4,3,4,4
이는,2,2,4,2,3,5,4
이미지,3,2,4,3,3,5,4
이미지스,5,4,4,4,3,4,4
이번,21,7,17,17,14,17,17
이상,7,3,8,6,6,9,7
이스라엘군,3,3,1,0,1,0,0
이용하,4,0,1,3,1,2,2
이재용,2,1,2,3,3,1,2
이전,3,2,5,2,1,5,5
이차전지,6,5,7,6,8,6,6
인도,4,7,8,1,5,7,7
인바,2,3,1,2,1,1,1
일제히,3,3,1,0,1,0,0
임직원,4,1,2,5,3,2,3
있는,6,0,4,4,2,4,2
있다,3,4,1,3,1,2,2
있다.,46,31,42,37,40,51,46
있음,2,2,4,2,3,5,4
자강,5,1,4,4,3,4,3
자동,4,0,1,3,1,2,2
자사,3,0,0,2,2,3,4
장비,4,5,4,3,3,4,4
장시간,4,3,4,4,5,5,5
장을,5,4,4,4,3,4,4
장재천,1,1,2,2,1,1,0
전략,7,2,6,6,5,6,7
전환,5,3,4,7,4,4,2
점유율,2,3,3,2,2,1,0
점을,3,0,1,1,2,1,2
접견,1,4,4,0,2,2,3
정부,2,0,3,3,5,2,2
정책,4,0,3,1,1,3,1
정체성,3,0,2,3,5,4,4
정화활동,1,1,2,2,1,1,0
제고,2,1,2,3,3,1,2
제공하,5,1,4,4,3,4,3
제어,4,3,4,4,5,5,5
제이앤티씨,4,5,4,3,3,4,4
제조,7,8,8,4,6,9,8
제조사,4,2,4,3,0,2,3
제주,3,2,5,2,1,5,5
제주도,3,2,5,2,1,5,5
주가,3,3,1,0,1,0,0
주주,4,3,3,3,4,4,3
중국,6,5,7,5,2,3,3
중동,3,3,1,0,1,0,0
중소기업,3,0,1,5,2,3,2
지난,4,0,1,3,1,2,2
지방,2,0,3,3,5,2,2
지분,4,3,3,3,4,4,3
지상,3,3,1,0,1,0,0
지원,3,0,1,5,2,3,2
차이,2,3,1,2,1,1,1
창업회장,4,3,3,3,4,4,3
채팅,4,0,1,3,1,2,2
챗봇,4,0,1,3,1,2,2
천안사업장,1,1,2,2,1,1,0
천안시,1,1,2,2,1,1,0
첨단,6,5,9,3,4,10,9
첨단산업,2,1,2,3,3,1,2
청년,2,0,3,3,5,2,2
청색,1,4,4,0,2,2,3
출시,4,4,2,3,1,3,2
출전,3,0,0,2,2,1,1
충북보건과학대학교,2,1,2,3,3,1,2
충청뉴스,1,1,2,2,1,1,0
측은,3,0,0,2,2,3,4
친환경,5,4,8,5,6,10,8
침묵,3,0,1,1,2,1,2
캠페인,2,2,4,2,3,5,4
커뮤니티,3,0,1,1,2,1,2
켐트로닉스,7,9,5,6,4,6,6
코레일,4,0,1,3,1,2,2
코오롱모빌리티그룹,5,4,4,4,3,4,4
코인베이스,3,0,0,2,2,3,4
쿠사마,3,0,1,1,2,1,2
크게,4,4,2,3,1,3,2
태안군,4,1,2,5,3,2,3
텔랑가나,3,3,4,1,3,5,4
텔랑가나주,3,3,4,1,3,5,4
토큰,3,0,0,2,2,3,4
통신사,5,1,4,4,3,4,3
통해,17,4,9,15,17,15,18
특히,1,4,4,0,2,2,3
판교에서,4,2,4,3,0,2,3
판매하,4,5,4,3,3,4,4
패널,7,6,5,6,1,4,5
평균,4,0,1,3,1,2,2
포항시립포은중앙도서관,2,0,1,3,1,1,1
프로젝트,4,1,2,5,3,2,3
프리미엄,2,3,3,2,2,1,0
플랫폼,3,0,0,2,2,3,4
플러스,5,1,4,4,3,4,3
필옵틱스,4,5,4,3,3,4,4
필요성,4,0,3,1,1,3,1
하반기,2,0,1,3,1,1,1
한국,7,5,8,4,3,7,7
한국소비자원,4,0,3,1,1,3,1
함께,7,1,3,6,5,3,5
해상풍력,4,1,2,5,3,2,3
해킹,3,3,1,0,1,0,0
핵심,3,0,2,3,5,4,4
혁신,3,3,4,1,3,5,4
협력,17,9,17,11,12,16,14
협약,3,5,6,3,5,3,5
홍보부스,3,0,1,5,2,3,2
화성시,1,4,4,0,2,2,3
확대,3,0,2,3,5,4,4
회담,4,0,3,1,1,3,1
회의,3,0,1,5,2,3,2
회장,4,3,3,3,4,4,3
희망퇴직,2,3,3,2,2,1,0
