org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6
김영일,5,0,1,3,2,0,1
김우진,0,0,0,0,1,0,0
꼽힌다.,5,0,1,3,2,0,1
나눔,0,0,0,0,0,1,0
나비엔,6,0,0,10,2,1,2
남편,0,0,3,0,1,6,2
내구성,2,0,2,2,1,0,0
내수시장,0,0,1,0,1,1,4
내용,0,0,0,0,0,3,1
너머,1,3,2,0,1,2,0
너무,2,1,2,2,2,4,0
네이버지도,1,4,1,0,0,3,0
농가,0,2,1,0,0,1,0
높였으며,6,0,0,10,2,0,2
뉴스,1,3,2,0,1,2,0
뉴스핌,1,3,2,0,0,4,0
뉴시스,0,0,1,0,1,1,0
뉴아틀라스,2,1,2,2,1,2,1
능선,1,1,0,0,0,0,0
다.,2,0,0,1,2,1,4
다른,1,3,2,0,1,2,0
다양한,10,7,7,6,13,8,5
다임러트럭,2,0,0,1,2,1,0
담백함,0,2,0,0,0,2,0
답했다.,0,0,1,0,0,3,1
대구보건대학교,1,0,0,0,1,2,0
대리수술,0,0,0,0,0,3,1
대법원장,0,0,1,0,1,5,1
대비,3,0,1,2,4,5,6
대신,0,2,0,0,0,2,0
대운산업개발,0,0,0,0,0,1,0
대통령,0,0,3,0,1,5,2
대표,1,3,1,0,0,1,0
대한,0,2,1,0,0,1,0
대화,3,3,0,2,1,2,0
댓글,0,0,0,0,1,0,0
더불어,1,1,2,0,0,2,1
더퍼블릭,5,0,1,3,2,0,1
데이터센터,3,3,4,5,7,5,6
덱스,0,1,1,0,3,2,0
덱스에서,0,1,1,0,3,2,0
도구,1,0,0,0,1,2,0
도심,0,0,0,0,0,2,0
도쿄게임쇼,1,4,1,0,0,3,0
드라마,0,0,1,0,0,4,1
드라이버,1,1,2,1,1,2,4
드림에이지,1,4,1,0,0,3,0
들고,1,0,2,2,1,2,0
등에,0,0,2,0,0,0,1
등을,2,0,0,1,2,1,4
등이,4,0,1,4,2,1,2
디바이스,2,1,0,1,2,2,0
디스플레,5,8,4,4,7,9,6
디자인,52,2,8,45,35,13,16
디자인상,2,0,2,2,1,0,0
따라,18,1,4,10,5,1,4
따르면,2,1,1,1,1,2,3
때문이다.,1,1,2,1,2,2,4
뜨겁고,0,0,2,0,0,2,0
라고,0,0,2,0,0,7,2
라이브,2,4,1,1,2,0,0
라이즈,0,0,2,0,0,1,0
라인,1,2,3,1,2,5,8
라인업,0,2,1,0,0,1,0
라지,4,2,6,2,2,6,2
라프텔,1,4,1,0,0,3,0
랜선인싸,2,1,2,2,2,4,0
럭셔리,2,2,4,2,2,2,0
레드닷,4,0,1,4,2,1,2
레이벤,3,3,0,2,1,2,0
레트로,2,1,2,2,1,2,1
렌즈,4,2,6,2,2,6,2
로고,1,0,2,2,1,2,0
롯데그룹,2,2,2,1,1,1,2
롯데호텔에서,2,2,2,1,1,1,2
르포,1,1,0,0,0,0,0
리오,1,3,2,0,1,2,0
리움미술관,1,3,2,0,1,2,0
리포트,0,0,2,0,0,2,0
마감했다.,1,0,1,1,2,4,2
마누팍투어,2,2,4,2,2,2,0
마산회원구,0,0,0,0,0,1,0
마이바흐,2,2,4,2,2,2,0
만들,0,0,1,0,0,2,4
많은,1,2,2,0,0,2,1
많이,2,1,2,2,2,4,0
말했다.,0,0,1,0,0,3,1
매장,2,2,2,1,1,1,2
맥북,2,1,1,1,1,2,3
메모리,2,1,0,1,2,2,0
메이크업,2,1,2,2,2,4,0
메인,1,3,2,0,1,2,0
메타,3,3,0,2,1,2,0
메트로신문,0,2,1,0,0,1,0
면책특권,0,0,1,0,1,5,1
모니터,0,1,3,0,3,4,0
모델,2,0,2,1,0,1,1
모두,2,3,3,1,2,2,2
모든,1,0,2,2,1,2,0
모바일,10,3,4,6,15,7,6
모빌리티,1,1,2,1,3,2,2
모습,0,2,0,0,0,4,0
모집,1,3,2,0,1,2,0
목사,0,1,1,0,0,5,0
몰락,0,0,1,0,1,1,4
무면허,0,0,0,0,0,3,1
무쌍,2,1,2,2,2,4,0
미국,6,5,6,6,10,12,9
미니,2,4,1,1,2,0,0
민주당,0,0,1,0,1,5,1
바로,1,0,2,2,1,2,0
박성준,1,3,2,0,0,4,0
박수,0,1,1,0,0,1,1
반도체,6,1,4,4,8,8,12
반등,2,1,0,3,2,2,3
받았다.,4,0,1,4,2,1,2
받은,2,2,4,2,2,2,0
발표했다.,2,1,1,1,1,2,3
발행,1,1,2,0,2,4,0
밝혔다.,6,4,6,3,5,4,2
밥무새,0,0,1,0,1,1,0
방법,0,0,0,0,0,3,1
방송,2,4,1,1,2,0,0
방송인,1,2,2,0,0,2,1
방식,1,3,2,0,1,2,0
방탄소년단,0,0,2,0,0,1,0
배우,0,2,1,0,0,6,1
배터리,3,1,0,2,4,3,5
버스데,2,0,2,2,1,0,0
버튼식,5,0,0,3,1,0,1
법사위,0,0,2,0,0,0,1
법적으로,1,2,2,0,0,2,1
베스트바,1,0,2,1,1,3,2
변호사,0,0,2,0,1,2,1
변화에,0,0,1,0,1,1,4
별세,0,0,0,0,1,0,0
보기,0,0,1,0,1,1,0
보이그룹,0,0,2,0,0,1,0
보일러,4,0,0,5,2,1,1
본상,36,0,3,32,13,3,8
부문에서,4,0,1,4,2,1,2
분석됐다.,0,0,2,0,0,1,0
분위기,0,2,0,0,0,2,0
뷰티,2,1,2,2,2,4,0
뷰파인더,2,1,2,2,1,2,1
브랜드센터,2,2,4,2,2,2,0
브랜드평판,0,0,2,0,0,1,0
브랜드평판지수,0,0,2,0,0,1,0
블록체인,1,1,2,0,2,4,0
블루,3,7,3,1,3,2,0
비로컬,1,4,1,0,0,3,0
비연예인,1,1,2,0,0,2,1
비올,1,0,1,1,2,4,2
비용,0,2,1,0,0,1,0
비행,1,3,2,0,0,4,0
빅데이터,0,0,2,0,0,1,0
사건,0,0,2,0,0,0,1
사과,0,2,1,0,0,1,0
사람,3,4,6,1,3,6,4
사람들,3,3,0,2,1,2,0
사랑,0,0,0,0,0,1,0
사실,2,1,2,2,2,4,0
사업,7,4,6,10,12,9,13
사연,0,0,1,0,1,1,0
사용,3,1,2,2,2,3,2
사용시간,1,1,0,1,2,2,1
사용자,18,0,2,16,8,2,4
사이즈,2,0,2,2,1,0,0
사진,2,1,2,2,1,2,1
산업,0,0,1,0,0,2,4
살인자,0,0,2,0,0,2,0
삼성,13,5,7,9,23,15,13
삼성디스플레,3,2,3,2,5,4,5
삼성디스플레이,2,1,1,1,1,2,3
삼성전자,13,4,9,9,19,13,14
상업용,4,0,0,5,2,1,1
상을,4,0,1,4,2,1,2
상의,2,2,2,1,1,1,2
새로운,3,6,6,0,3,8,1
샐러드,0,0,2,0,0,2,0
생산,3,2,3,3,5,4,7
생산능력,0,0,1,0,0,2,4
생산라인,1,2,1,1,1,2,2
생성형,1,0,0,0,1,2,0
생활가전,1,1,2,1,2,2,4
샤프,0,0,1,0,1,1,4
서로,1,3,2,0,1,2,0
서비스,2,2,4,2,2,2,0
선생님,0,2,1,0,0,1,0
선행,9,0,3,6,15,6,6
설비,0,0,1,0,1,1,4
설정,2,2,1,1,5,4,0
설치,4,0,0,5,2,4,2
성능,3,2,0,2,4,4,1
세계,1,1,3,1,3,3,8
세금,0,2,1,0,0,1,0
세로,0,1,1,0,3,2,0
세미나,1,2,2,1,2,3,4
세븐틴,0,0,2,0,0,1,0
센서,2,0,3,1,1,3,1
소개하,1,2,1,2,3,2,0
소액결제,2,3,3,1,2,2,2
소재,1,1,2,1,1,2,4
속도,2,1,0,1,2,2,0
솔루션,7,2,4,8,12,9,7
수리온,2,4,2,0,0,4,0
수많,1,1,2,0,0,2,1
수상,6,0,0,10,2,0,2
수상하며,5,0,1,3,2,0,1
수술,0,0,0,0,0,3,1
수술실,0,0,0,0,0,3,1
수업,1,0,0,0,1,2,0
수익성,2,1,0,3,2,2,3
수입,2,3,1,1,2,2,4
수칙,0,1,0,0,0,1,0
숙면,4,0,0,5,2,1,1
숙면매트,6,0,0,10,2,1,2
슈퍼주니어,0,0,2,0,0,1,0
스마트농업,0,2,1,0,0,1,0
스마트폰,3,4,4,4,4,5,2
스타트럭코리아,2,0,0,1,2,1,0
스탬프,1,3,1,0,0,1,0
스테이블코인,1,1,2,0,2,4,0
스테인리스,1,1,2,1,1,2,4
스토리,1,3,2,0,1,2,0
스튜디오,1,3,2,0,1,2,0
시그마인텔,1,2,2,1,2,3,4
시네마,4,2,6,2,2,6,2
시대에,1,1,2,1,3,2,2
시리즈,3,3,4,2,3,1,1
시마무라,2,0,2,2,1,0,0
시뮬레이터,1,3,2,0,0,4,0
시선,0,2,0,0,0,2,0
시설,0,2,1,0,0,1,0
시스템,5,1,1,3,7,4,2
시야각,3,3,0,2,1,2,0
시어머니,0,0,1,0,0,1,1
시티투어,1,3,1,0,0,1,0
신규,1,3,2,0,1,2,0
신동빈,2,2,2,1,1,1,2
신발,2,0,2,2,1,0,0
신상품,0,2,1,0,0,1,0
신성이엔지,2,0,0,1,2,1,4
신소율,0,0,1,0,0,4,1
신제품,3,3,4,2,3,1,1
신체,1,3,2,0,1,2,0
실내,0,0,0,0,0,2,0
실적,2,1,0,3,2,2,3
실제,1,3,2,0,0,4,0
싫다,0,0,1,0,1,1,0
씨와,1,1,2,0,0,2,1
씨의,0,1,1,0,0,1,1
아내,1,2,3,0,1,3,1
아니다.,1,0,2,2,1,2,0
아리스,1,3,2,0,1,2,0
아산캠퍼스,2,2,2,1,1,1,2
아시아,1,0,1,0,2,4,1
아이,1,0,0,0,0,0,1
아이콘,20,0,3,12,7,0,4
아이티켐,1,0,1,1,2,4,2
아이폰,4,6,4,2,4,4,6
아카이브,3,7,3,1,3,2,0
악트로스,2,0,0,1,2,1,0
안경,3,3,0,2,1,2,0
안디도,0,1,1,0,0,5,0
안자,0,2,1,0,0,1,0
안전하게,0,1,1,0,0,1,1
안전한,0,1,0,0,0,1,0
안정환,0,0,1,0,0,4,1
알리바바,2,3,3,1,2,2,2
알케론,1,4,1,0,0,3,0
애니메이션,2,1,0,1,2,2,0
애플,2,3,1,1,2,2,4
앱들,2,1,0,1,2,2,0
야구,0,0,0,0,0,1,0
약정,2,0,2,1,0,1,1
양나래,0,0,1,0,1,1,0
양덕2동,0,0,0,0,0,1,0
양덕2동에,0,0,0,0,0,1,0
양사,2,2,2,4,5,3,2
양산,1,2,1,1,1,2,2
어린,2,0,2,2,1,0,0
어워드,28,0,4,21,10,2,7
억울함,0,0,1,0,0,1,1
업그레이드,1,1,0,1,2,2,1
업데이트,1,1,0,1,2,2,1
에너지,8,2,2,14,7,3,4
에디션,1,3,2,0,1,2,0
에서,7,2,4,4,10,6,5
에어컨,10,0,0,15,4,2,3
에이전트,1,1,2,0,2,4,0
에코백,1,0,2,2,1,2,0
엔가젯,3,3,0,2,1,2,0
엔비디아,1,0,1,0,2,4,1
엔씨패밀리존,1,4,1,0,0,3,0
여름,1,0,4,2,1,4,0
여유,0,0,0,0,0,2,0
여자,0,1,1,0,0,1,1
연결된,0,1,1,0,3,2,0
연비,2,0,0,1,2,1,0
열린,3,3,4,2,4,3,4
영감,2,2,4,2,2,2,0
영상,8,3,10,5,4,11,3
영업이익,2,1,0,3,2,2,3
영주시,0,2,1,0,0,1,0
영화,0,0,2,0,0,2,0
옆커폰,2,0,2,1,0,1,1
예술,1,3,2,0,1,2,0
예약,1,4,1,0,0,3,0
예정이다.,2,4,1,1,2,0,0
오는,1,4,1,0,0,3,0
오롯,0,0,0,0,0,2,0
오른,1,0,1,1,2,4,2
오후,0,2,0,0,0,2,0
오후부터,0,0,0,0,1,0,0
오히려,0,0,1,0,0,4,1
온라인,0,0,1,0,1,1,0
온수,2,0,0,5,1,0,1
온수기,18,0,0,25,7,3,5
올레드,2,2,2,1,1,1,2
올해,0,0,1,0,0,2,4
옵션,2,1,0,1,2,2,0
왕빛나,0,0,0,0,0,2,0
외국인,1,4,1,0,0,3,0
요금제,2,0,2,1,0,1,1
운영,0,0,1,0,0,1,1
운영체제,1,1,0,1,2,2,1
울트라,1,1,0,1,2,2,1
울트라로,1,1,0,1,2,2,1
워너원,0,0,2,0,0,1,0
원UI,1,2,1,1,5,4,1
원가,2,3,4,2,3,5,8
위기,0,0,1,0,1,1,4
위드인,1,3,2,0,1,2,0
위에,0,2,0,0,0,2,0
위한,0,2,1,0,0,1,0
유럽,2,2,4,2,2,2,0
유령,0,0,0,0,0,3,1
유진,0,0,1,0,0,4,1
육군,1,3,2,0,0,4,0
은상,19,0,1,22,11,5,6
은행,1,1,2,0,2,4,0
의료인,0,0,0,0,0,3,1
의료행위,0,0,0,0,0,3,1
의무화,0,0,0,0,0,3,1
의사,0,0,1,0,0,3,1
의사결정,0,0,1,0,1,1,4
의원,0,0,1,0,1,5,1
의원들,0,0,2,0,0,0,1
의혹,0,0,1,0,1,5,1
이날,1,0,1,1,2,4,2
이는,3,3,0,2,1,5,1
이데일리,1,1,2,1,3,2,2
이런,0,1,2,0,0,8,1
이렇게,0,1,1,0,0,5,0
이문영,1,0,0,0,1,2,0
이민영,0,0,1,0,0,4,1
이번,16,2,5,19,14,8,9
이벤트,2,4,1,1,2,0,0
이분씨,0,0,0,0,1,0,0
이산,1,3,1,0,0,1,0
이에,0,0,1,0,0,3,1
이유,1,0,2,2,1,2,0
이재용,2,2,2,1,1,1,2
이제,0,1,1,0,0,5,0
이차전지,2,0,1,2,3,1,3
이혼,0,0,1,0,0,1,1
인공지능,1,0,0,0,1,2,0
인기,1,4,1,0,0,3,0
인바,1,1,2,1,1,2,4
인스타그램에,0,0,2,0,0,2,0
인텔,1,0,1,0,2,4,1
일본,3,6,4,1,2,5,6
일상,0,2,0,0,0,4,0
있나,0,0,1,0,0,3,1
있는,13,9,16,12,11,22,6
있는데,1,1,0,1,2,2,1
있다,4,3,7,3,7,12,6
있다.,58,35,48,41,48,61,47
있도록,0,1,0,0,0,1,0
있었다.,1,3,2,0,0,4,0
있을,1,1,3,0,0,5,2
자녀,1,2,2,0,0,2,1
자동,2,1,0,1,2,2,0
자료,1,0,0,0,1,2,0
자석,1,2,1,2,3,2,0
자신감,0,0,1,0,1,5,1
자연스러운,0,2,0,0,0,4,0
자율주행,1,1,2,1,3,2,2
자전거,0,1,0,0,0,1,0
자주,2,0,2,2,1,0,0
작업,0,1,1,0,3,2,0
작업했던,0,0,2,0,0,2,0
작은,2,1,2,2,1,2,1
장례식장,0,0,0,0,1,0,0
장모상,0,0,0,0,1,0,0
장비,4,0,1,3,5,2,7
장식,1,2,1,2,3,2,0
장을,1,0,1,1,2,4,2
장점,1,1,0,1,2,2,1
재미있,1,2,1,2,3,2,0
재배,0,2,1,0,0,1,0
재산,0,0,1,0,0,1,1
재시작,2,1,0,1,2,2,0
잽싸게,1,1,0,0,0,0,0
저가,1,0,2,1,1,3,2
저는,0,0,1,0,0,3,1
저소득,0,0,0,0,0,1,0
저시력자,3,0,1,2,5,2,2
저장,2,0,2,1,0,1,1
저희,0,1,1,0,0,5,0
적용해,4,0,0,5,2,1,1
전기,18,0,0,25,7,3,5
전용,2,2,4,2,2,2,0
전장보다,1,0,1,1,2,4,2
전체,1,2,3,1,5,4,4
전통,1,3,1,0,0,1,0
전해졌다.,0,0,1,0,0,1,1
전했다.,0,0,0,0,0,2,0
전환,1,0,1,0,2,3,4
절반으로,1,1,2,1,1,2,4
점유율,2,2,3,2,2,5,4
정부,1,0,1,0,2,4,1
정수기,20,0,3,12,7,0,4
정신,1,3,1,0,0,1,0
정조대왕,1,3,1,0,0,1,0
제가,2,1,2,2,2,4,0
제공하,3,0,1,2,5,2,2
제공한다.,7,3,4,7,5,2,2
제기,0,0,1,0,1,5,1
제목,0,0,1,0,1,1,0
제작,1,0,0,0,1,2,0
제조,3,0,2,2,5,5,4
제조사,1,2,2,1,2,3,4
제품,60,4,14,55,37,21,22
조문,0,0,0,0,1,0,0
조여정,0,0,2,0,0,2,0
조종사,1,3,2,0,0,4,0
조화,8,0,0,10,4,2,2
존재감,0,0,2,0,0,2,0
주가,2,0,0,1,2,1,4
주말,0,0,0,0,0,2,0
주요,3,3,1,1,2,2,4
주우재,0,2,0,0,0,2,0
주유소,0,0,1,0,0,1,1
중국,6,9,9,5,8,13,17
중심,1,1,2,0,2,4,0
즉시,0,1,1,0,0,1,1
지금,0,1,1,0,0,5,0
지난,6,6,11,3,5,11,9
지수,1,0,1,1,2,4,2
지역사회,0,0,0,0,0,1,0
지원,2,0,2,1,0,1,1
지원사업,0,0,0,0,0,1,0
직관적인,10,0,2,6,4,0,2
직원,0,0,0,0,0,1,0
직접,1,3,1,0,0,1,0
찍힌,1,0,2,2,1,2,0
차량,4,2,4,3,4,3,0
천옌순,0,0,1,0,0,2,4
철도학원,2,4,1,1,2,0,0
청소년,0,1,0,0,0,1,0
체감할,2,0,2,1,0,1,1
체험,3,7,3,0,0,5,0
초점,4,2,6,2,2,6,2
총리,0,0,1,0,1,5,1
촬영,6,3,8,4,3,8,3
최승현,0,1,1,0,0,5,0
최신,1,1,0,1,2,2,1
추가,3,3,4,1,1,3,1
추석맞,0,0,0,0,0,1,0
출동해,0,1,1,0,0,1,1
출력,3,3,4,2,3,1,1
출범,2,0,0,1,2,1,0
출하량,1,0,2,1,1,3,2
충전,2,1,2,2,1,2,1
충전기,1,2,1,2,3,2,0
치열하면서도,0,0,2,0,0,2,0
침해,2,3,1,1,2,2,4
카루린파,2,0,2,2,1,0,0
카메라,2,1,2,2,1,2,1
캐릭터,2,4,1,1,2,0,0
캐릭터로,2,4,1,1,2,0,0
캠페인,1,4,1,0,0,3,0
커뮤니케이션,4,0,1,4,2,1,2
커뮤니티,0,0,1,0,1,1,0
컨슈머타임스,0,0,0,0,0,3,1
케어,2,1,0,1,2,2,0
케이스,1,2,1,2,3,2,0
코닥,2,1,2,2,1,2,1
코미디언,1,1,2,0,0,2,1
코웨,5,0,1,3,2,0,1
코웨이,10,0,1,6,3,0,2
콘덴싱,14,0,0,20,5,2,4
콘셉트,9,0,3,6,15,6,6
콘텐츠,2,1,2,2,2,4,0
크게,2,1,0,3,2,2,3
크기,2,1,2,2,1,2,1
크록스,1,2,1,2,3,2,0
크롬북,3,3,4,2,3,1,1
키보토스,2,4,1,1,2,0,0
키스신,0,0,1,0,0,4,1
텐아시아,0,0,2,0,0,2,0
토트백,1,0,2,2,1,2,0
톡신,2,1,2,2,2,4,0
통합,2,2,2,4,5,3,2
통해,16,14,14,18,14,15,9
투자,1,2,1,1,1,2,2
특허,2,3,1,1,2,2,4
파로칩,0,0,0,0,0,2,0
파운드리,1,0,1,0,2,4,1
판매,0,2,1,0,0,1,0
팝업,1,3,1,0,0,1,0
패널,15,13,14,13,15,19,30
패키징,2,0,0,1,2,1,4
편안함,0,2,0,0,0,2,0
편의성,4,0,0,5,2,1,1
편집,2,1,2,2,2,4,0
평가했다.,3,3,0,2,1,2,0
폐쇄적,0,0,1,0,1,1,4
포럼,1,3,2,0,1,2,0
포맷,7,5,10,4,5,7,3
포스코퓨처엠,2,2,2,4,5,3,2
포함,0,2,1,0,0,1,0
품번,2,0,2,2,1,0,0
풍경,0,0,0,0,0,2,0
프로,20,0,3,12,7,0,4
프로그램,3,3,3,1,0,2,1
프로맥스,2,0,2,1,0,1,1
프로캐빈,2,0,0,1,2,1,0
프로토콜,1,1,2,0,2,4,0
프리미엄,1,1,2,1,2,2,4
플립슈츠,1,2,1,2,3,2,0
플릿보드,2,0,0,1,2,1,0
피규어,0,2,1,0,0,1,0
피부,0,0,1,0,0,3,1
피해,2,3,3,1,2,2,2
핀테크,1,1,2,0,2,4,0
하고,2,2,3,2,2,9,0
하는,0,0,1,0,0,3,1
하수나,0,0,1,0,0,4,1
하이드로,14,0,0,20,5,2,4
하이센스,1,0,2,1,1,3,2
하지만,1,0,2,2,1,2,0
학생들,0,1,0,0,0,1,0
한국,1,4,3,0,1,3,1
한국농어촌방송,0,0,0,0,1,0,0
한미반도체,2,2,2,4,5,3,2
한양대병원,0,0,0,0,1,0,0
한층,0,2,0,0,0,2,0
함께,5,11,10,2,4,9,1
합성피혁,2,0,2,2,1,0,0
합작법인,2,0,0,1,2,1,0
핵심,1,1,2,1,1,2,4
했다.,0,0,1,0,0,1,1
행복하게,0,0,2,0,0,2,0
향후,0,0,1,0,0,2,4
허쉬,1,2,1,2,3,2,0
헬기,2,4,2,0,0,4,0
혁신,4,0,2,4,3,2,6
현대적으로,1,3,1,0,0,1,0
현은재,2,3,4,0,0,4,2
현장에서,0,2,1,0,0,1,0
협상,1,2,2,1,2,3,4
홍보관,1,3,1,0,0,1,0
홍보부장,0,0,0,0,1,0,0
홍현희,0,0,1,0,0,3,1
화면,1,2,3,1,6,4,2
화장실에서,0,1,1,0,0,1,1
회장,4,3,4,2,2,5,9
회전,0,1,1,0,3,2,0
효과,2,1,0,3,2,2,3
효성,2,0,0,1,2,1,0
후성,2,0,1,2,3,1,3
후지필름,4,2,6,2,2,6,2
흑자,2,1,0,3,2,2,3
희망퇴직,2,3,3,1,2,2,2
히트펌프,14,0,0,20,5,2,4
