org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6
대응,7,4,0,3,2,7,6
대통령,2,3,0,1,1,2,1
대표,4,2,2,2,1,3,3
대한,1,3,1,1,0,1,1
대화면,0,0,0,1,5,0,2
대회,5,2,0,2,1,3,3
데이터,3,1,0,1,2,2,2
델리,1,1,1,0,1,5,3
돈몰,2,1,0,2,2,2,3
동시에,1,2,1,5,3,1,3
동아대,2,2,0,1,1,4,3
동일하게,0,0,0,1,5,0,2
두산밥캣,2,3,4,1,1,2,3
두산에너빌리티,4,4,4,3,3,4,6
등에,3,6,2,2,1,3,5
등이,4,5,2,1,3,11,7
디스플레,4,5,5,8,14,4,12
디자인,1,3,1,3,2,0,2
따르면,3,4,2,3,1,2,3
라인업,4,2,2,2,1,3,3
레이저,1,1,3,3,1,1,3
리얼,3,4,2,3,3,3,5
마이크로,3,4,2,3,1,2,3
매수,2,3,4,1,1,2,3
메타씨앤아이,2,3,1,1,1,2,4
모델,1,3,1,3,2,0,2
모듈,1,3,1,3,2,0,2
모빌리티,0,0,0,1,5,0,2
모의,5,2,0,2,1,3,3
모토라드,4,3,1,3,4,5,4
문화,1,1,1,0,1,4,3
미국,4,3,2,2,4,11,9
미래,4,2,0,1,0,3,1
박준호,0,1,3,1,2,0,1
반도체,3,5,6,5,2,4,7
반도체산업,2,3,1,1,1,2,4
밝기,1,2,1,5,3,1,3
밝혔다.,9,5,1,5,5,8,7
방산,0,1,2,1,0,1,0
보고회,4,2,0,1,0,3,1
본사,2,3,1,1,1,2,4
부문,2,3,4,1,1,2,3
부민캠퍼스,2,2,0,1,1,4,3
부산,2,2,0,1,1,4,3
부산미래시민포럼,2,2,0,1,1,4,3
부산상,2,2,0,1,1,4,3
부산시,2,2,0,1,1,4,3
부스,3,2,1,4,3,3,2
부천산업진흥원,1,2,0,1,3,2,3
북미,2,4,8,4,5,0,4
북한이탈,1,3,1,1,0,1,1
북한이탈주민,1,3,1,1,0,1,1
분석,5,2,0,2,1,3,3
블랙,3,4,2,3,3,3,5
비즈월드,4,2,2,2,1,3,3
사건,5,2,0,2,1,3,3
사업,7,5,4,4,5,6,8
사용,0,0,0,1,5,0,2
삼성,3,4,2,3,1,2,3
삼성전자,8,11,8,7,5,7,11
삼성전자판매,3,4,2,3,3,3,5
새로운,1,2,1,5,3,1,3
생산,6,6,5,4,5,7,7
생산시설,0,1,2,1,0,1,0
생태계,2,3,1,1,1,2,4
서비스,1,3,1,1,0,1,1
선보인다.,2,2,2,0,2,9,6
설계,2,3,1,1,1,2,4
성능,3,2,1,4,3,3,2
성장,1,2,0,1,3,2,3
세종,2,3,0,1,1,2,1
셀렉트,4,3,1,3,4,5,4
소프트웨어,0,0,0,1,5,0,2
손가락,4,1,2,1,2,3,3
솔루션,4,2,2,2,1,3,3
수사,5,2,0,2,1,3,3
수요,2,3,4,1,1,2,3
순조롭게,0,1,2,1,0,1,0
스마트폰,2,5,6,4,5,0,5
스타트럭코리아,4,3,1,3,4,5,4
시밀러,1,2,1,5,3,1,3
시범사업,3,1,0,1,2,2,2
시스템반도체,2,3,1,1,1,2,4
시장에서,1,2,5,1,3,0,3
신규,4,4,3,4,4,6,4
신산업,2,3,0,1,1,2,1
실습,5,2,0,2,1,3,3
실적,1,2,5,1,3,0,3
아이디어,3,4,2,3,3,3,5
아카데미,3,2,1,4,3,3,2
아트아시아,2,2,2,0,2,9,6
안부살핌,3,1,0,1,2,2,2
애플,1,3,1,3,2,0,2
양산,0,1,2,1,0,1,0
에서,3,4,2,3,1,2,3
엠에스아이코리아,3,2,1,4,3,3,2
역량,1,3,1,1,0,1,1
역할,2,1,0,2,2,2,3
연구개발,2,3,1,1,1,2,4
연구원,1,0,4,2,2,1,3
연합뉴스,2,3,1,1,1,2,4
영상,1,2,1,5,3,1,3
영업이익,0,1,3,1,2,0,1
오는,4,2,0,1,0,3,1
오피니언뉴스,0,1,3,1,2,0,1
오후,4,2,0,1,0,3,1
올인원,0,0,0,2,10,0,4
왓츠랩,4,1,2,1,2,3,3
요금,0,0,0,1,5,0,2
운전자,0,0,0,1,5,0,2
울산,4,2,0,1,0,3,1
울산공업축제,4,2,0,1,0,3,1
울산시,4,2,0,1,0,3,1
울산시장,4,2,0,1,0,3,1
위기,3,1,0,1,2,2,2
위한,1,3,1,1,0,1,1
유리기판,1,1,3,3,1,1,3
유비케어,4,2,2,2,1,3,3
의사랑,4,2,2,2,1,3,3
이를,1,3,1,3,2,0,2
이번,13,9,2,5,9,20,17
이원지,1,2,3,3,2,0,1
이전,2,3,1,1,1,2,4
이청원,0,0,0,1,5,0,2
인공지능,4,2,0,1,0,3,1
인도,2,2,2,0,2,9,6
인증,3,4,2,3,3,3,5
인텔,3,2,1,4,3,3,2
일본,2,2,2,0,2,9,6
있는,1,1,3,3,1,1,3
있다,5,3,7,2,5,3,6
있다.,17,22,22,21,19,18,28
자동으로,0,0,0,1,5,0,2
작가,2,2,2,0,2,9,6
작성,5,2,0,2,1,3,3
장갑형,4,1,2,1,2,3,3
장비,5,3,5,5,2,4,6
전기트럭,4,3,1,3,4,5,4
전동,4,3,1,3,4,5,4
전략,5,6,2,4,2,6,6
전력,3,1,0,1,2,2,2
전망,2,5,11,5,7,0,5
전망된다.,0,1,2,1,0,1,0
전망이다.,1,0,4,2,2,1,3
전망치,0,1,3,1,2,0,1
전용,4,3,1,3,4,5,4
전환,0,1,3,1,2,0,1
점유율,1,0,4,2,2,1,3
정보화,1,3,1,1,0,1,1
정부,2,3,0,1,1,2,1
정착,1,3,1,1,0,1,1
정책,2,2,0,1,1,4,3
정치,2,3,0,1,1,2,1
제공해,4,2,2,2,1,3,3
제작,2,1,0,2,2,2,3
제주,2,3,1,1,1,2,4
제주도,2,3,1,1,1,2,4
제품,1,2,1,5,3,1,3
조기에,3,1,0,1,2,2,2
조작,4,1,2,1,2,3,3
종속기업,2,3,4,1,1,2,3
주가,1,1,3,3,1,1,3
주력,1,2,3,3,2,0,1
주행보조기능,0,0,0,1,5,0,2
중국,3,4,2,3,1,2,3
증설,0,1,2,1,0,1,0
지난,3,4,2,3,3,3,5
지원,1,3,1,1,0,1,1
지원사업,1,3,1,1,0,1,1
진료,4,2,2,2,1,3,3
진행되고,0,1,2,1,0,1,0
차량,0,0,0,1,5,0,2
차세대,1,1,3,3,1,1,3
참여한다.,2,2,2,0,2,9,6
창업기업,1,2,0,1,3,2,3
창업기업들,1,2,0,1,3,2,3
첨단,0,1,2,2,5,1,2
체험,3,2,1,4,3,3,2
초대형,1,3,1,3,2,0,2
초동수사,5,2,0,2,1,3,3
축제,4,2,0,1,0,3,1
출하량,1,2,5,1,3,0,3
측은,1,3,1,1,0,1,1
카메라,1,3,1,3,2,0,2
컨센서스,0,1,3,1,2,0,1
콘텐츠,4,1,2,1,2,3,3
크게,0,1,3,1,2,0,1
킨텍스,2,2,2,0,2,9,6
택시,0,0,0,2,10,0,4
토론회,2,2,0,1,1,4,3
통제권,2,3,0,1,1,2,1
통합해,0,0,0,1,5,0,2
통해,13,9,4,8,8,11,10
투자,1,2,0,1,3,2,3
투자사,1,2,0,1,3,2,3
트럭,4,3,1,3,4,5,4
특별전,2,2,2,0,2,9,6
판매,1,0,4,2,2,1,3
패키징,1,1,3,3,1,1,3
페스티벌,3,2,1,4,3,3,2
풀라인업,1,1,3,3,1,1,3
품질,1,2,5,1,3,0,3
프로,1,3,1,3,2,0,2
프로젝터,1,2,1,5,3,1,3
프리미엄,3,4,2,3,1,2,3
플라스틱,1,2,5,1,3,0,3
플랫폼,1,2,0,1,3,2,3
피드백,4,1,2,1,2,3,3
필옵틱스,1,1,3,3,1,1,3
하반기,1,2,3,3,2,0,1
하이센스,3,4,2,3,1,2,3
한국,2,2,2,0,2,9,6
한국전력,3,1,0,1,2,2,2
한온시스템,4,3,1,3,4,5,4
한켐,0,1,2,1,0,1,0
합리적인,4,2,2,2,1,3,3
합산돼,0,0,0,1,5,0,2
해양경찰,5,2,0,2,1,3,3
해외,2,3,4,1,1,2,3
해운대구,3,1,0,1,2,2,2
햅틱,4,1,2,1,2,3,3
했다.,0,0,0,2,10,0,4
행복커넥트,3,1,0,1,2,2,2
행사,3,4,2,1,5,11,9
혁신,3,4,2,3,3,3,5
현대차증권,1,1,7,3,4,1,4
현장,5,2,0,2,1,3,3
현재,0,1,2,1,0,1,0
호조,1,0,4,2,2,1,3
화면,1,2,1,5,3,1,3
화질,3,4,2,3,3,3,5
환자,4,2,2,2,1,3,3
활용성,1,2,1,5,3,1,3
활용한,1,1,1,0,1,4,3
효과,1,2,3,3,2,0,1
후면,1,3,1,3,2,0,2
훈련,4,1,2,1,2,3,3
휴대용,3,2,1,4,3,3,2
흑자,1,1,7,3,4,1,4
