org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6
실적,3,0,1,1,2,1,3
아시아,2,0,2,2,0,1,3
아이디어,5,3,2,2,2,1,1
아직,4,0,1,2,1,0,4
아파트,1,0,2,1,2,5,1
안전,3,4,2,0,1,1,1
애플,4,2,3,0,3,3,5
약과,2,0,4,8,10,8,0
양갱,2,0,4,8,10,8,0
양사,2,2,2,2,3,3,1
없는,1,1,2,5,2,3,0
에디션,2,1,2,1,2,1,1
에서,5,0,1,2,5,1,4
에어웨이즈,2,1,2,1,2,1,1
엑스페릭스,1,3,3,1,0,1,1
역할,2,2,2,2,3,3,1
연결하,2,0,2,2,0,1,3
연구원,3,2,2,3,3,2,4
열린,1,3,3,1,0,1,1
영업,3,1,0,0,2,0,0
영업이익,3,0,1,1,2,1,3
예술,5,3,5,5,1,5,8
오늘날,2,0,2,2,0,1,3
오더메이드,1,0,2,1,2,5,1
오른,4,3,6,1,1,0,3
오브젝트,2,1,2,1,2,1,1
올리브영,2,3,1,3,0,0,0
올인원,5,5,2,1,4,1,1
올해,5,2,3,3,5,4,4
요가,1,1,2,5,2,3,0
우리,1,1,2,5,2,3,0
운동,1,1,2,5,2,3,0
운전자,3,1,0,0,2,0,0
웹툰,4,0,4,1,1,0,3
위에,2,0,4,8,10,8,0
위원장,3,3,1,0,1,0,0
위한,1,3,3,1,0,1,1
유자,1,0,2,4,5,4,0
유주엽,2,0,0,0,1,0,4
유지,0,2,1,2,1,1,1
유통,3,2,3,2,1,0,2
융합의약품,1,3,3,1,0,1,1
음료,1,1,2,5,2,3,0
이곳,1,0,3,3,1,2,2
이날,4,0,4,1,1,0,3
이번,5,5,4,5,1,0,2
이어,3,0,1,1,2,1,3
이재명,1,3,3,1,0,1,1
인증,5,3,2,2,2,1,1
인허가,0,3,2,0,0,0,0
임상,0,3,2,0,0,0,0
입점,2,3,1,3,0,0,0
있는,10,5,13,14,15,17,12
있다,7,3,2,2,2,0,4
있다.,40,26,29,26,28,26,28
있도록,1,3,3,1,0,1,1
있어요.,1,0,3,3,1,2,2
있으며,5,5,2,1,4,1,1
있음,3,2,2,1,1,1,0
자궁경부암,0,3,2,0,0,0,0
작가,3,3,3,3,1,4,5
작은,1,0,2,1,2,5,1
작품,4,3,6,6,2,6,7
장을,4,0,4,1,1,0,3
전날,2,0,0,0,1,0,4
전문성,2,3,1,3,0,0,0
전북,1,3,3,1,0,1,1
전시,3,3,3,3,1,4,5
전용,5,5,2,1,4,1,1
전일,0,3,2,0,0,0,0
전장보다,4,0,4,1,1,0,3
전주,1,3,3,1,0,1,1
전통,2,0,4,8,10,8,0
정부,1,3,3,1,0,1,1
정예진,3,4,2,0,1,1,1
정청래,1,3,3,1,0,1,1
제로원,2,4,2,1,2,1,1
제로원데,2,4,2,1,2,1,1
제주지원,3,3,0,0,0,0,0
제품,3,2,3,2,1,0,2
종가,2,0,0,0,1,0,4
주가,6,0,4,1,2,0,7
주요,3,2,2,1,1,1,0
중국,4,0,1,2,1,0,4
중대재해,3,4,2,0,1,1,1
중대재해처벌법,3,4,2,0,1,1,1
중대형,5,0,1,2,5,1,4
지난,8,3,3,3,4,2,4
지수,4,0,4,1,1,0,3
직원들,3,3,1,0,1,0,0
진공,1,1,2,5,2,3,0
집사,2,2,2,2,3,3,1
집사로봇,2,2,2,2,3,3,1
집안,2,2,2,2,3,3,1
차세대,9,0,2,4,6,1,8
참여해,2,0,2,2,0,1,3
창작자,2,0,2,2,0,1,3
청년,3,3,0,0,0,0,0
청년후계농,3,3,0,0,0,0,0
최고,2,0,2,2,0,1,3
최신,3,3,0,0,0,0,0
축평원,3,3,0,0,0,0,0
출시,2,2,2,2,3,3,1
취향,1,0,2,1,2,5,1
치료,1,3,3,1,0,1,1
치료제,1,3,3,1,0,1,1
친환경,3,2,2,1,1,1,0
카카오,3,1,0,0,2,0,0
캘리포니아,1,0,3,3,1,2,2
캠페인,3,2,2,1,1,1,0
컨설팅,3,3,0,0,0,0,0
켈리,1,0,3,3,1,2,2
코스닥,0,3,2,0,0,0,0
크리에이터,2,4,2,1,2,1,1
클락,2,1,2,1,2,1,1
타임,2,1,2,1,2,1,1
택시,5,5,2,1,4,1,1
테이블,2,1,2,1,2,1,1
톱라인,0,3,2,0,0,0,0
통해,6,9,7,7,1,5,6
투자,4,0,1,2,1,0,4
특위,1,3,3,1,0,1,1
티파니,2,1,2,1,2,1,1
틱톡,2,3,1,3,0,0,0
파트너,2,3,1,3,0,0,0
팜인사이트,3,3,0,0,0,0,0
패널,10,2,4,2,5,3,13
폴더블,9,2,4,2,8,4,9
풍미,2,0,4,8,10,8,0
프로젝트,2,4,2,1,2,1,1
프리미엄,5,0,1,2,5,1,4
프리즈,2,0,2,2,0,1,3
플랫폼,4,6,4,1,1,1,1
하계올림픽,1,3,3,1,0,1,1
하고,1,0,2,1,2,5,1
하는,3,3,1,0,1,0,0
하우스,2,1,2,1,2,1,1
한국,2,0,2,2,0,1,3
한국공공클라우드연구원,3,4,2,0,1,1,1
한식,2,0,4,8,10,8,0
한우,3,3,0,0,0,0,0
한화,5,0,1,2,5,1,4
함께,6,5,6,5,2,4,7
항공기,2,1,2,1,2,1,1
했다.,3,3,1,0,1,0,0
혁신,8,6,3,2,3,1,1
현대적,2,0,4,8,10,8,0
현대차그룹,2,4,2,1,2,1,1
현장,3,3,0,0,0,0,0
현지,3,2,3,2,1,0,2
협력,3,2,3,2,1,0,2
협력광고,2,3,1,3,0,0,0
협약,3,4,2,0,1,1,1
호남,1,3,3,1,0,1,1
호남특위,1,3,3,1,0,1,1
화질,5,3,2,2,2,1,1
확대,2,0,0,0,1,0,4
활용,3,2,2,1,1,1,0
회화,3,3,3,3,1,4,5
효과,4,3,4,2,2,2,4
흐름,0,2,1,2,1,1,1
흑임자,1,0,2,4,5,4,0
