org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6
맞춤형,4,2,3,1,2,1,2
매출,2,1,4,3,2,2,2
메타씨앤아이,5,4,2,2,3,2,3
모니터용,1,2,1,4,1,0,5
모두,3,3,3,0,0,3,0
모든,1,4,1,1,0,0,1
모바일,2,2,1,4,2,1,3
미국,1,0,2,2,4,0,2
미스터블루,4,4,4,4,4,2,4
민생회복,2,5,3,1,2,1,2
박소현,4,2,3,1,2,1,2
반도체,13,12,9,10,12,4,11
반사이익,2,2,3,3,3,0,5
밝혔다.,4,5,7,2,4,6,4
방산주,0,1,2,2,2,1,5
방향,3,3,4,0,0,5,0
백신,4,3,1,2,1,1,2
별찌인문교실,1,1,1,1,1,1,2
보고회,3,3,3,0,0,3,0
보안,2,7,2,3,1,0,3
본사,5,4,2,2,3,2,3
부문,2,2,3,3,3,0,5
부진,1,0,2,2,4,0,2
북극항로,4,3,4,1,2,4,2
분야,3,3,3,0,0,3,0
분야엔,3,3,3,0,0,3,0
불만,2,5,3,1,2,1,2
불안,1,1,1,1,1,1,2
브라우저,1,4,1,1,0,0,1
비전,4,5,2,1,1,1,1
빛이,1,2,1,4,1,0,5
사업,9,10,15,13,11,7,11
사업부,0,1,3,5,3,0,3
사용자,1,3,1,2,1,0,2
산업,15,11,8,9,9,6,11
산업부,2,1,4,3,2,2,2
산업현장,3,1,3,1,1,2,2
삼성,1,3,1,2,1,0,2
삼성디스플레,2,4,1,4,2,1,5
삼성디스플레이,2,4,1,4,2,1,5
삼성전자,0,1,3,5,3,0,3
상승했다.,0,1,2,2,2,1,5
생명과학,4,3,1,2,1,1,2
생산,3,5,4,4,4,1,4
서울국제작가축제,0,0,0,1,0,1,1
설계,5,4,2,2,3,2,3
성과,7,8,5,1,1,4,1
성장,7,10,9,2,2,10,3
세계,0,1,3,5,3,0,3
세계적,4,3,1,2,1,1,2
세미나,2,2,1,4,2,1,3
세종,2,2,2,1,0,4,1
소비자,2,5,3,1,2,1,2
소비쿠폰,2,5,3,1,2,1,2
소재로,1,2,1,4,1,0,5
솔루션,3,3,2,1,0,0,1
수면,3,3,2,1,0,0,1
수면케어,3,3,2,1,0,0,1
수익성,2,2,3,3,3,0,5
수출,1,0,2,2,4,0,2
스마트폰,2,2,3,3,3,0,5
스마트폰용,2,2,3,3,3,0,5
스타챔피언십,2,5,3,1,2,1,2
시그마인텔,2,2,1,4,2,1,3
시리즈,1,3,1,2,1,0,2
시스템반도체,5,4,2,2,3,2,3
시장에서,0,1,3,5,3,0,3
시책,4,5,2,1,1,1,1
시흥시,4,5,2,1,1,1,1
신규,4,3,4,1,2,4,2
신제품,2,2,3,3,3,0,5
실적,2,3,5,5,5,1,10
실현,2,2,2,1,0,4,1
아는,0,0,0,1,0,1,1
아이씨티케,0,1,2,2,2,1,5
아카마이,1,4,1,1,0,0,1
아트스테이션,4,3,4,1,2,4,2
안전,4,5,2,1,1,1,1
안전도시,4,5,2,1,1,1,1
안전산업박람회,4,5,2,1,1,1,1
안전하게,1,4,1,1,0,0,1
애플,2,1,0,1,1,0,1
애플리케이션,1,4,1,1,0,0,1
양국,4,3,1,2,1,1,2
에서,0,1,3,5,3,0,3
엔터프라이즈,1,4,1,1,0,0,1
여성,0,0,0,1,0,1,1
연구,3,3,2,1,0,0,1
연구원,0,1,2,2,2,1,5
열린,0,0,0,1,0,1,1
열팽창계수,1,2,1,4,1,0,5
예산,2,1,4,3,2,2,2
예상,2,2,3,3,3,0,5
오는,2,4,4,5,4,3,5
오른,4,4,4,4,4,2,4
오후,0,0,0,1,0,1,1
올인원,0,2,3,1,2,2,2
올해,2,1,4,3,2,2,2
용감한,0,0,0,1,0,1,1
우수,4,5,2,1,1,1,1
운영,4,3,4,1,2,4,2
울산,3,3,4,0,0,5,0
울산시,3,3,4,0,0,5,0
원하,1,3,1,2,1,0,2
웹툰,4,4,4,4,4,2,4
위한,15,11,12,6,7,9,8
위해,5,4,8,3,2,7,2
유리기판,1,2,1,4,1,0,5
으뜸효율,2,1,4,3,2,2,2
음성,1,3,1,2,1,0,2
의학적,3,3,2,1,0,0,1
이날,4,4,4,4,4,2,4
이미지,2,5,3,1,2,1,2
이미지스,4,4,4,4,4,2,4
이번,20,14,15,7,9,13,12
이스라엘군,0,1,2,2,2,1,5
이재용,3,1,3,1,1,2,2
이전,5,4,2,2,3,2,3
이진우,1,1,1,1,1,1,2
이차전지,3,5,4,4,4,1,4
인도,8,6,3,4,3,3,5
인바,1,2,1,4,1,0,5
일제히,0,1,2,2,2,1,5
임병택,4,5,2,1,1,1,1
임직원,4,3,4,1,2,4,2
있게,1,4,1,1,0,0,1
있는,6,9,5,6,4,5,6
있다.,24,34,26,28,23,14,29
있습니다.,2,4,1,4,2,1,5
자동차,1,0,2,2,4,0,2
자원,4,2,3,1,2,1,2
장비,3,5,4,4,4,1,4
장을,4,4,4,4,4,2,4
재난관리평,4,5,2,1,1,1,1
재판매,0,0,0,1,0,1,1
전년동기대비,1,0,2,2,4,0,2
전략,2,2,1,4,2,1,3
전환,0,1,3,5,3,0,3
점유율,2,5,4,9,5,1,8
접견,4,3,2,2,2,2,3
정보,1,3,1,2,1,0,2
정부,8,8,9,1,0,12,1
정주형,4,2,3,1,2,1,2
정책,3,3,4,0,0,5,0
제11대,4,5,4,2,2,4,1
제고,3,1,3,1,1,2,2
제공한다.,1,3,1,2,1,0,2
제로,1,4,1,1,0,0,1
제로원,0,2,3,1,2,2,2
제이앤티씨,3,5,4,4,4,1,4
제조,7,8,5,6,5,2,6
제조사,2,2,1,4,2,1,3
제주,5,4,2,2,3,2,3
제주도,5,4,2,2,3,2,3
제품,6,6,6,4,3,3,3
조례,4,5,4,2,2,4,1
조례안,4,5,4,2,2,4,1
조성,3,3,3,0,0,3,0
종로구,0,0,0,1,0,1,1
주가,0,1,2,2,2,1,5
주거,3,3,2,1,0,0,1
중국,4,7,5,13,7,2,11
중동,0,1,2,2,2,1,5
증가,3,3,2,1,0,0,1
증가했다.,1,0,2,2,4,0,2
지난,5,7,4,4,2,4,5
지상,0,1,2,2,2,1,5
지원,4,5,4,2,2,4,1
차량용,2,4,1,4,2,1,5
차이,1,2,1,4,1,0,5
첨단,9,7,3,4,4,3,5
첨단산업,7,3,6,2,3,3,4
청색,4,3,2,2,2,2,3
체계,1,4,1,1,0,0,1
추진,3,3,4,0,0,5,0
출시,2,2,3,3,3,0,5
충북보건과학대,4,2,3,1,2,1,2
충북보건과학대학교,3,1,3,1,1,2,2
친환경,2,5,3,1,2,1,2
칠레,0,2,3,1,2,2,2
켐트로닉스,3,5,4,4,4,1,4
코오롱모빌리티그룹,4,4,4,4,4,2,4
크게,2,2,3,3,3,0,5
태안군,4,3,4,1,2,4,2
택시,0,2,3,1,2,2,2
텔랑가나,4,3,1,2,1,1,2
텔랑가나주,4,3,1,2,1,1,2
토론회,3,3,4,0,0,5,0
토론회에서,0,0,0,1,0,1,1
통해,8,10,7,3,2,4,4
트러스트,1,4,1,1,0,0,1
특히,4,3,2,2,2,2,3
판교에서,2,2,1,4,2,1,3
판매하,3,5,4,4,4,1,4
패널,4,6,2,8,4,2,8
포럼,3,3,4,0,0,5,0
폴스타,0,2,3,1,2,2,2
프로젝트,4,5,7,2,4,6,4
프리미엄,0,1,3,5,3,0,3
필옵틱스,3,5,4,4,4,1,4
한국,7,5,4,8,7,2,7
한국타이어,0,2,3,1,2,2,2
함께,10,7,9,3,4,9,5
해상풍력,4,3,4,1,2,4,2
해킹,0,1,2,2,2,1,5
핵심,3,3,3,0,0,3,0
행복,3,3,3,0,0,3,0
헤이슬립,3,3,2,1,0,0,1
혁신,4,3,1,2,1,1,2
현대건설,3,3,2,1,0,0,1
현대카드,0,2,3,1,2,2,2
협력,12,9,7,5,5,7,7
협약,7,4,5,3,3,4,5
화면,1,3,1,2,1,0,2
화성시,4,3,2,2,2,2,3
환급,2,1,4,3,2,2,2
활성화,4,5,4,2,2,4,1
회복,2,1,4,3,2,2,2
효과,3,3,2,1,0,0,1
희망퇴직,0,1,3,5,3,0,3
