org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6
토론회에선,1,0,1,5,0,1,2
통합,0,0,1,3,2,2,2
통해,14,6,12,19,12,10,13
투자,5,2,1,2,1,1,2
티켓,0,0,2,2,1,2,2
파르나스,2,0,4,6,10,4,4
파르나스호텔,2,0,4,6,10,4,4
판매,0,0,2,2,1,2,2
패널,1,1,0,2,2,4,1
평가,0,1,0,1,0,1,4
폴드,0,1,0,0,0,1,0
프레데터,1,1,0,2,2,4,1
프로,0,0,0,0,1,1,0
프로그램,1,0,2,3,5,2,2
프리마베라,0,0,0,0,3,0,1
플라즈마텍,2,1,4,4,4,1,4
플랫폼,1,0,2,3,5,2,2
플립,0,1,0,0,0,1,0
하드웨어,0,0,1,3,2,2,2
하락했다.,2,3,2,1,0,1,1
하루도,0,0,2,2,1,2,2
하이브리드,2,2,0,3,2,3,3
학생들,1,0,2,1,0,0,1
한국,0,1,0,1,0,1,4
함께,5,3,4,5,5,5,5
해외,7,3,5,7,6,6,7
핵심,3,1,1,4,1,2,2
헬리오스,1,1,0,2,2,4,1
헬스케어,5,2,1,2,1,1,2
혁신,0,0,1,1,1,1,1
현장,5,3,4,5,5,5,5
협력,3,3,4,5,4,4,5
호텔,2,0,4,6,10,4,4
호헴,1,0,2,3,3,2,1
홍보요원,0,0,0,0,3,0,1
화면,0,1,0,0,0,1,0
화학,2,3,2,1,0,1,1
확대,5,2,1,2,1,1,2
환경부,2,1,4,4,4,1,4
활동,1,0,2,3,3,2,1
흑자,2,1,1,0,0,1,0
