org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6
스마트폰,1,2,2,1,4,1,1
스미싱,0,0,2,0,0,0,0
스타,4,0,1,0,1,0,0
스탬프,2,0,2,0,0,0,0
스테인리스,0,0,2,0,1,5,0
스포츠,1,1,2,0,0,1,0
스포트백,1,2,1,1,1,3,0
시그마인텔,0,0,2,0,1,5,1
시는,1,1,2,0,0,1,0
시대,0,0,1,0,1,0,0
시대에,0,0,4,0,0,3,1
시리즈,0,1,2,1,2,2,0
시민,1,1,2,0,0,1,0
시스템,0,2,1,2,3,3,1
시절,0,0,1,0,1,0,0
시점,4,0,1,0,1,0,0
시청률,15,0,6,0,3,0,0
신규,0,0,1,0,1,0,0
신도시평생학습관,1,0,3,0,0,0,0
신동빈,0,0,2,0,1,4,1
신용,1,0,1,0,0,0,1
신작,1,0,2,0,1,4,1
신제품,0,1,2,1,2,2,0
신청,3,0,10,0,2,0,2
신한카드,1,0,1,0,0,0,1
실적,0,2,2,1,4,3,2
심우정,0,0,1,0,0,1,0
심은경,1,0,1,0,0,1,0
씨는,1,0,0,0,0,0,0
아동,1,0,1,0,0,1,0
아산캠퍼스,0,0,2,0,1,4,1
아우디,1,2,1,1,1,3,0
아이콘,0,17,0,40,16,8,0
아카데미,1,0,2,0,1,0,0
아프리카돼지열병,0,0,2,0,0,1,1
악성,0,0,2,0,0,0,0
애플,1,0,2,0,1,4,1
약정,1,0,0,0,1,2,0
양산,0,0,2,0,0,4,1
어렵다,0,0,0,0,0,1,0
어워드,0,22,0,44,18,10,0
어쩔수가없다,1,0,2,0,1,0,0
업그레이드,0,0,0,0,0,2,1
업데이트,0,0,0,0,0,2,1
업무,0,0,1,0,0,0,0
에너지,0,10,0,5,3,4,0
에디션,1,2,1,1,1,3,0
에서,0,4,2,4,6,6,2
에어컨,0,10,0,6,3,4,0
여름,1,0,1,0,0,1,0
여야,0,0,2,0,0,1,1
여자,3,0,1,0,1,0,0
여전히,0,0,2,0,2,1,1
여행,1,0,1,0,0,1,0
역시,0,0,1,0,0,1,0
연기,1,1,1,1,1,0,0
연애,4,0,1,0,0,0,0
연출,1,0,1,0,0,1,0
연합뉴스,0,0,2,0,0,1,1
연합뉴스TV,0,0,2,0,0,2,1
열리고,0,0,1,0,0,1,0
열린,0,0,6,0,1,7,2
영농,0,0,0,0,0,1,0
영상,1,0,0,0,1,2,0
영업이익,0,2,2,1,4,3,2
영화,3,2,5,2,3,2,0
영화진흥위원회,1,0,2,0,1,0,0
옆커폰,1,0,0,0,1,2,0
예능,23,0,8,0,4,0,0
오는,1,0,5,0,0,1,1
오성전자,0,0,1,0,0,1,3
온라인,4,6,2,0,6,6,29
온수,0,5,0,2,1,2,0
온수기,0,20,0,13,7,8,0
올레드,0,0,2,0,1,4,1
올해,0,0,4,0,0,6,1
요금제,1,0,0,0,1,2,0
운영체제,0,0,0,0,0,2,1
울트라,0,0,0,0,0,2,1
울트라로,0,0,0,0,0,2,1
웃음,3,0,1,0,1,0,0
원UI,0,0,0,0,0,2,1
원가,0,0,4,0,2,10,1
원내대표,0,0,2,0,0,1,1
원에,0,0,1,0,0,0,0
원자현미경,0,0,2,0,2,1,1
원활한,0,1,0,0,1,1,5
웨이퍼,1,1,1,0,1,2,0
위기,0,0,1,0,0,6,1
위한,2,0,6,0,1,1,0
위해,12,8,5,0,10,9,39
유가족,0,0,0,0,0,1,0
육군,1,0,0,0,0,0,0
윤석열,0,0,2,0,0,2,0
윤솔,0,0,2,0,0,1,1
은상,0,17,1,13,9,9,1
의사결정,0,0,0,0,0,5,1
이는,1,0,0,0,0,1,0
이데일리,0,0,4,0,0,3,1
이도,26,0,9,0,5,0,0
이들,3,0,1,0,1,0,0
이번,2,13,9,10,8,8,3
이야기,2,1,2,1,1,1,0
이재명,0,0,1,0,0,0,0
이재용,1,0,6,0,3,4,2
이차전지,0,1,3,0,1,2,1
이후,0,0,4,0,2,3,4
인도네시아,0,0,1,0,0,1,3
인바,0,0,2,0,1,5,0
인정하기,0,0,0,0,0,1,0
인터페이스,1,1,1,0,1,2,0
일본,0,0,2,0,1,9,2
일상,23,0,8,0,4,0,0
일체형,1,0,1,0,0,0,0
임영규,1,1,1,1,1,0,0
임직원,2,4,0,0,4,4,20
임직원들,1,1,0,0,1,1,5
있냐,3,0,1,0,1,0,0
있는,1,1,5,1,2,5,2
있는데,0,0,0,0,0,2,1
있는데요,0,0,1,0,0,1,0
있는데요.,0,0,1,0,0,1,1
있다,1,0,7,0,0,8,1
있다.,11,22,36,28,33,53,25
있습니다.,0,0,3,0,0,3,1
있을지,0,0,2,0,2,1,1
자금,2,3,0,0,3,3,15
자원,1,0,1,0,0,1,0
자율주행,0,0,4,0,0,3,1
자족도시,1,1,2,0,0,1,0
자회사,1,1,1,0,1,2,0
작년,1,2,1,0,2,2,9
작은,1,1,0,1,2,0,0
작품,3,2,5,2,3,2,0
잔액,1,0,1,0,0,0,1
장비,1,2,6,0,4,5,2
장점,0,0,0,0,0,2,1
장터,4,7,2,0,7,7,34
장터에,1,1,0,0,1,1,5
재정,0,0,1,0,0,0,0
재판부,0,0,2,0,0,2,3
저는,0,1,1,1,1,1,0
저변,1,0,3,0,0,0,0
저시력자,0,2,1,2,3,3,1
저장,1,0,0,0,1,2,0
적용해,0,5,0,4,2,2,0
전기,0,20,0,13,7,8,0
전남,0,0,1,0,0,1,0
전담,0,0,1,0,0,1,0
전망입니다.,0,0,2,0,0,1,1
전무,1,0,1,0,0,0,0
전장,0,1,2,0,2,1,1
전지적,4,0,1,0,1,0,0
전직,0,0,1,0,0,1,3
전체,1,0,2,0,1,4,1
전현무,18,0,7,0,4,0,0
전환,0,0,0,0,0,5,1
절반으로,0,0,2,0,1,5,0
점유율,0,0,2,0,0,4,1
접수,1,0,3,0,0,0,0
정부,0,0,3,0,0,0,0
정부부채,0,0,1,0,0,0,0
정부조직법,0,0,2,0,0,1,1
정수기,0,17,0,40,16,8,0
정심상,0,0,0,0,0,1,0
정심회장,0,0,0,0,0,1,0
정원,0,0,1,0,0,1,1
제36회,0,0,0,0,0,1,0
제가,1,2,2,2,2,1,0
제공하,0,2,1,2,3,3,1
제공한다.,0,6,2,5,4,4,0
제보,0,0,1,0,0,1,0
제조,0,1,3,0,1,2,1
제조사,0,0,2,0,1,5,1
제품,1,40,3,50,30,23,3
조기,4,5,1,0,5,5,25
조사,1,0,0,0,0,1,0
조정됐다.,0,0,1,0,2,0,1
조종사,1,0,0,0,0,0,0
조지영,4,0,1,0,0,0,0
조직문화,1,0,4,0,2,0,1
조화,0,5,0,4,2,2,0
주도권,1,0,2,0,1,4,1
주소,0,0,2,0,0,0,0
주요,0,0,2,0,0,1,1
중국,2,0,6,0,2,14,3
중소기업,2,3,1,0,3,3,14
중이다.,1,0,0,0,0,0,0
즉시항고,0,0,1,0,0,1,0
지귀연,0,0,1,0,0,1,0
지급,0,0,1,0,0,1,3
지급할,0,1,0,0,1,1,5
지난,1,0,6,0,1,9,5
지도부,0,0,1,0,0,1,0
지리,23,0,8,0,4,0,0
지원,1,1,0,0,2,3,5
직관적인,0,10,0,25,10,5,0
질문에,3,0,1,0,1,0,0
차량용,0,1,2,0,2,1,1
참견,4,0,1,0,1,0,0
참여,2,0,2,0,0,0,0
참여한다.,0,1,0,0,1,1,5
책임,0,0,0,0,0,1,0
처리,0,0,2,0,0,1,1
천옌순,0,0,2,0,0,5,0
첨단,1,0,0,0,0,0,0
청구,0,0,0,0,0,1,0
청년일보,0,1,0,0,1,1,5
체감할,1,0,0,0,1,2,0
체험,1,0,0,0,0,0,0
총장,0,0,1,0,0,1,0
촬영,1,1,1,1,3,0,0
최면,18,0,7,0,4,0,0
최면에,15,0,6,0,3,0,0
최신,0,0,0,0,0,2,1
최적,0,6,0,15,6,3,0
최현우,18,0,7,0,4,0,0
추가,3,0,2,0,1,2,0
추락해,0,0,0,0,0,1,0
추석,4,8,2,0,8,8,39
축산물,0,0,2,0,0,1,1
출력,0,1,2,1,2,2,0
충전,1,1,0,1,2,0,0
충청타임즈,1,0,1,0,0,0,0
카드,15,0,6,0,3,0,0
카메라,1,1,2,1,4,0,0
캐스터,0,0,1,0,0,1,1
캠퍼스,0,0,0,0,0,1,0
코닥,1,1,0,1,2,0,0
코웨,0,7,0,15,6,3,0
코웨이,0,10,0,25,10,5,0
콘덴싱,0,15,0,9,5,6,0
콘셉트,0,6,3,6,9,9,3
콜레오스,1,2,1,1,1,3,0
콰트로,1,2,1,1,1,3,0
크게,1,2,3,1,3,7,2
크기,1,1,0,1,2,0,0
크롬북,0,1,2,1,2,2,0
탄소중립,0,0,1,0,0,1,0
터보,1,2,1,1,1,3,0
테스트,1,1,1,0,1,2,0
토로,0,1,1,1,1,1,0
통신원,1,0,2,0,1,0,0
통해,3,13,10,11,7,10,1
투자,0,0,2,0,0,4,1
트럼프,1,0,0,0,0,1,0
특검,0,0,2,0,0,2,0
티에스,1,1,1,0,1,2,0
티에스이,1,1,1,0,1,2,0
틱톡,1,0,0,0,0,1,0
파운드리,0,0,1,0,2,0,1
파이낸셜뉴스,0,2,0,5,2,1,0
파주,1,1,2,0,0,1,0
파주시,1,1,2,0,0,1,0
파크시스템스,0,0,2,0,2,1,1
판결,0,0,0,0,0,1,0
판매,2,3,4,0,4,7,15
패널,1,5,17,4,6,36,6
편의성,1,7,1,9,4,3,1
평가,1,0,2,0,1,0,0
평생학습,1,0,3,0,0,0,0
평생학습권,1,0,3,0,0,0,0
평생학습카페,1,0,3,0,0,0,0
평화경제특구,1,1,2,0,0,1,0
폐기,1,0,1,0,0,1,0
폐쇄적,0,0,0,0,0,5,1
포맷,0,1,2,1,2,2,0
폴더블,0,1,2,0,2,1,1
표현,0,0,1,0,1,0,0
프랑켄슈타인,0,1,1,1,1,1,0
프로,1,17,2,40,17,12,1
프로그램,21,0,10,0,5,2,0
프로그램도,0,0,1,0,0,1,1
프로맥스,1,0,0,0,1,2,0
프로브카드,1,1,1,0,1,2,0
프리미엄,1,0,2,0,1,4,1
피해,1,0,4,0,2,0,1
핀업,0,3,0,5,2,1,0
필름,0,0,1,0,1,0,0
하는,1,1,1,1,1,0,0
하면,4,0,1,0,0,0,0
하반기,1,0,3,0,0,0,0
하이드로,0,15,0,9,5,6,0
하프,0,0,1,0,1,0,0
학교,1,0,1,0,0,1,0
한국,0,1,1,1,1,1,0
한다.,0,0,2,0,1,0,0
함께,1,1,2,0,0,1,0
핵심,1,2,9,0,6,8,2
했다.,3,0,1,0,1,0,0
행사,1,0,0,0,0,0,0
행위,0,0,1,0,1,0,0
향후,0,1,4,0,2,6,1
혁신,0,2,0,5,2,6,1
현재,1,0,0,0,0,0,0
협력사,0,2,0,0,2,2,10
협력회사,1,1,0,0,1,1,5
협력회사들,0,1,0,0,1,1,5
협상,0,0,2,0,1,5,1
혜택,1,0,1,0,0,0,1
홍성군,1,0,3,0,0,0,0
홍성칠,0,0,0,0,0,1,0
화면,0,1,4,0,0,4,1
확대,2,0,5,0,1,4,1
확산,0,1,2,0,2,1,1
환경,1,0,1,0,0,1,0
활성화,2,4,2,0,4,4,19
회장,0,0,5,0,1,14,2
효과,0,2,1,1,2,3,1
후성,0,1,3,0,1,2,1
후지필름,0,0,1,0,1,0,0
흑자,0,2,1,1,2,3,1
흙을,0,0,1,0,0,1,0
흥행,1,0,2,0,1,4,1
히다얏,0,0,1,0,0,1,3
히트펌프,0,15,0,9,5,6,0
